ProductID,ImageUrl,Model,Price,Model,Display Size,Display Technology,Pixel Density,Battery Capacity,Camera Resolution,CPU Manufacturing,Operating System,RAM,Internal Storage,Refresh Rate,5G,Suya dayanıklılık,Toza dayanıklılık
869283,https://resim.epey.com/869283/b_samsung-galaxy-a34-256gb-2.png,Samsung Galaxy A34 5G 8 GB RAM 256 GB,18612,Samsung Galaxy A34 5G,6.6 İnç,Super AMOLED,390 PPI,5000 mAh,48 MP,6 nm,Android,8 GB,256 GB,120 Hz,Var,IPX7,IP6X
923487,https://resim.epey.com/923487/b_oppo-reno11-f-5g-6.png,Oppo Reno11 F 5G 8 GB RAM 256 GB,14999,Oppo Reno11 F 5G,6.7 İnç,AMOLED,394 PPI,5000 mAh,64 MP,6 nm,Android,8 GB,256 GB,120 Hz,Var,IPX5,IP6X
866670,https://resim.epey.com/866670/b_realme-11-pro-plus-1.png,realme 11 Pro+ 12 GB RAM 512 GB,18525,realme 11 Pro+,6.7 İnç,AMOLED,394 PPI,5000 mAh,200 MP,6 nm,Android,12 GB,512 GB,120 Hz,Var,,
758097,https://resim.epey.com/758097/b_samsung-galaxy-a73-5g-1.png,Samsung Galaxy A73 5G 8 GB RAM 128 GB,23363,Samsung Galaxy A73 5G,6.7 İnç,Super AMOLED,393 PPI,5000 mAh,108 MP,6 nm,Android,8 GB,128 GB,120 Hz,Var,IPX7,IP6X
844335,https://resim.epey.com/844335/b_samsung-galaxy-a54-1.png,Samsung Galaxy A54 5G 8 GB RAM 128 GB,17082,Samsung Galaxy A54 5G,6.4 İnç,Super AMOLED,403 PPI,5000 mAh,50 MP,5 nm,Android,8 GB,128 GB,120 Hz,Var,IPX7,IP6X
917882,https://resim.epey.com/917882/b_samsung-galaxy-a35-8.png,Samsung Galaxy A35 5G 8 GB RAM 128 GB,13511,Samsung Galaxy A35 5G,6.6 İnç,Super AMOLED,390 PPI,5000 mAh,50 MP,5 nm,Android,8 GB,128 GB,120 Hz,Var,IPX7,IP6X
961043,https://resim.epey.com/961043/b_tecno-phantom-v-flip2-7.png,Tecno Phantom V Flip2 8 GB RAM 256 GB,36000,Tecno Phantom V Flip2,6.9 İnç,AMOLED,413 PPI,4720 mAh,50 MP,6 nm,Android,8 GB,256 GB,120 Hz,Var,,
917822,https://resim.epey.com/917822/b_poco-m6-pro-4g-3.png,Poco M6 Pro 12 GB RAM 512 GB,15600,Poco M6 Pro,6.67 İnç,AMOLED,394 PPI,5000 mAh,64 MP,6 nm,Android,12 GB,512 GB,120 Hz,Yok,IPX4,IP5X
820902,https://resim.epey.com/820902/b_redmi-note-12-pro-plus-8.png,Redmi Note 12 Pro+ 5G 8 GB RAM 256 GB,13638,Redmi Note 12 Pro+ 5G,6.67 İnç,AMOLED,395 PPI,5000 mAh,200 MP,6 nm,Android,8 GB,256 GB,120 Hz,Var,IPX3,IP5X
749534,https://resim.epey.com/749534/b_samsung-galaxy-a53-5g-2.png,Samsung Galaxy A53 5G 8 GB RAM 128 GB,18999,Samsung Galaxy A53 5G,6.5 İnç,Super AMOLED,407 PPI,5000 mAh,64 MP,5 nm,Android,8 GB,128 GB,120 Hz,Var,IPX7,IP6X
926297,https://resim.epey.com/926297/b_tecno-camon-30-5g-2.png,Tecno Camon 30 5G 12 GB RAM 512 GB,15869,Tecno Camon 30 5G,6.78 İnç,AMOLED,393 PPI,5000 mAh,50 MP,6 nm,Android,12 GB,512 GB,120 Hz,Var,IPX4,IP5X
966570,https://resim.epey.com/966570/b_redmi-note-14-pro-4g-3.png,Redmi Note 14 Pro 8 GB RAM 256 GB,12455,Redmi Note 14 Pro,6.67 İnç,AMOLED,395 PPI,5500 mAh,200 MP,6 nm,Android,8 GB,256 GB,120 Hz,Yok,IPX4,IP6X
844696,https://resim.epey.com/844696/b_samsung-galaxy-a34-2.png,Samsung Galaxy A34 5G 8 GB RAM 128 GB,17489,Samsung Galaxy A34 5G,6.6 İnç,Super AMOLED,390 PPI,5000 mAh,48 MP,6 nm,Android,8 GB,128 GB,120 Hz,Var,IPX7,IP6X
925034,https://resim.epey.com/925034/b_realme-12-plus-10.png,realme 12+ 8 GB RAM 256 GB,13499,realme 12+,6.67 İnç,AMOLED,395 PPI,5000 mAh,50 MP,6 nm,Android,8 GB,256 GB,120 Hz,Var,IPX4,IP5X
1000883,https://resim.epey.com/1000883/b_samsung-galaxy-a26-5g-256gb-1.png,Samsung Galaxy A26 5G 8 GB RAM 256 GB,13499,Samsung Galaxy A26 5G,6.7 İnç,Super AMOLED,385 PPI,5000 mAh,50 MP,5 nm,Android,8 GB,256 GB,120 Hz,Var,IPX7,IP6X
790253,https://resim.epey.com/790253/b_nothing-phone-1-2.png,Nothing Phone 8 GB RAM 256 GB,14399,Nothing Phone,6.55 İnç,AMOLED,402 PPI,4500 mAh,50 MP,6 nm,Android,8 GB,256 GB,120 Hz,Var,IPX3,IP5X
975822,https://resim.epey.com/975822/b_poco-m7-pro-5g-1.png,Poco M7 Pro 5G 12 GB RAM 256 GB,15099,Poco M7 Pro 5G,6.67 İnç,AMOLED,394 PPI,5110 mAh,50 MP,6 nm,Android,12 GB,256 GB,120 Hz,Var,IPX4,IP6X
925141,https://resim.epey.com/925141/b_nothing-phone-2a-8.png,Nothing Phone 8 GB RAM 128 GB,17599,Nothing Phone,6.7 İnç,AMOLED,394 PPI,5000 mAh,50 MP,4 nm,Android,8 GB,128 GB,120 Hz,Var,IPX4,IP5X
865747,https://resim.epey.com/865747/b_redmi-note-12-pro-5g-256gb-13.png,Redmi Note 12 Pro 5G 8 GB RAM 256 GB,11701,Redmi Note 12 Pro 5G,6.67 İnç,AMOLED,395 PPI,5000 mAh,50 MP,6 nm,Android,8 GB,256 GB,120 Hz,Var,IPX3,IP5X
916766,https://resim.epey.com/916766/b_tecno-camon-20s-pro-5g-16.png,Tecno Camon 20s Pro 5G 8 GB RAM 256 GB,13200,Tecno Camon 20s Pro 5G,6.67 İnç,AMOLED,395 PPI,5000 mAh,64 MP,6 nm,Android,8 GB,256 GB,120 Hz,Var,IPX3,IP5X
1006442,https://resim.epey.com/1006442/b_redmi-note-14s-256gb-2.png,Redmi Note 14S 8 GB RAM 256 GB,13750,Redmi Note 14S,6.67 İnç,AMOLED,394 PPI,5000 mAh,200 MP,6 nm,Android,8 GB,256 GB,120 Hz,Yok,IPX4,IP6X
896137,https://resim.epey.com/896137/b_tecno-phantom-v-flip-5g-5.png,Tecno Phantom V Flip 5G 8 GB RAM 256 GB,20339,Tecno Phantom V Flip 5G,6.9 İnç,AMOLED,413 PPI,4000 mAh,64 MP,6 nm,Android,8 GB,256 GB,120 Hz,Var,,
933411,https://resim.epey.com/933411/b_tecno-pova-6-1.png,Tecno Pova 6 12 GB RAM 256 GB,17997,Tecno Pova 6,6.78 İnç,AMOLED,393 PPI,6000 mAh,108 MP,6 nm,Android,12 GB,256 GB,120 Hz,Yok,IPX3,IP5X
845142,https://resim.epey.com/845142/b_poco-x5-pro-1.png,Poco X5 Pro 5G 8 GB RAM 256 GB,15211,Poco X5 Pro 5G,6.67 İnç,AMOLED,395 PPI,5000 mAh,108 MP,6 nm,Android,8 GB,256 GB,120 Hz,Var,IPX3,IP5X
890886,https://resim.epey.com/890886/b_redmi-note-11-pro-plus-5g-1.png,Redmi Note 11 Pro+ 5G 8 GB RAM 256 GB,13171,Redmi Note 11 Pro+ 5G,6.67 İnç,AMOLED,395 PPI,4500 mAh,108 MP,6 nm,Android,8 GB,256 GB,120 Hz,Var,IPX3,IP5X
917862,https://resim.epey.com/917862/b_redmi-note-13-pro-4g-5.png,Redmi Note 13 Pro 8 GB RAM 256 GB,10999,Redmi Note 13 Pro,6.67 İnç,AMOLED,395 PPI,5000 mAh,200 MP,6 nm,Android,8 GB,256 GB,120 Hz,Yok,IPX4,IP5X
754792,https://resim.epey.com/754792/b_samsung-galaxy-a33-5g-4.png,Samsung Galaxy A33 5G 6 GB RAM 128 GB,15189,Samsung Galaxy A33 5G,6.4 İnç,Super AMOLED,412 PPI,5000 mAh,48 MP,5 nm,Android,6 GB,128 GB,90 Hz,Var,IPX7,IP6X
869364,https://resim.epey.com/869364/b_poco-f4-1.png,Poco F4 6 GB RAM 128 GB,11956,Poco F4,6.67 İnç,AMOLED,395 PPI,4500 mAh,64 MP,7 nm,Android,6 GB,128 GB,120 Hz,Var,,
962061,https://resim.epey.com/962061/b_reeder-s71-1.png,Reeder S71 12 GB RAM 256 GB,14410,Reeder S71,6.95 İnç,IPS LCD,387 PPI,5000 mAh,100 MP,4 nm,Android,12 GB,256 GB,144 Hz,Var,,
968077,https://resim.epey.com/968077/b_huawei-nova-13-2.png,Huawei Nova 13 12 GB RAM 256 GB,27999,Huawei Nova 13,6.7 İnç,OLED,395 PPI,5000 mAh,50 MP,7 nm,Android,12 GB,256 GB,120 Hz,Yok,,
901621,https://resim.epey.com/901621/b_honor-x9b-1.png,Honor X9b 12 GB RAM 256 GB,15650,Honor X9b,6.78 İnç,AMOLED,429 PPI,5800 mAh,108 MP,4 nm,Android,12 GB,256 GB,120 Hz,Var,,
850785,https://resim.epey.com/850785/b_xiaomi-13-lite-9.png,Xiaomi 13 Lite 8 GB RAM 256 GB,22999,Xiaomi 13 Lite,6.55 İnç,AMOLED,402 PPI,4500 mAh,50 MP,4 nm,Android,8 GB,256 GB,120 Hz,Var,,
863026,https://resim.epey.com/863026/b_huawei-nova-11-pro-10.png,Huawei Nova 11 Pro 8 GB RAM 256 GB,22300,Huawei Nova 11 Pro,6.78 İnç,OLED,429 PPI,4500 mAh,50 MP,6 nm,Android,8 GB,256 GB,120 Hz,Yok,,
909650,https://resim.epey.com/909650/b_nothing-phone-1-128gb-2.png,Nothing Phone 8 GB RAM 128 GB,12899,Nothing Phone,6.55 İnç,AMOLED,402 PPI,4500 mAh,50 MP,6 nm,Android,8 GB,128 GB,120 Hz,Var,IPX3,IP5X
820920,https://resim.epey.com/820920/b_redmi-note-12-pro-13.png,Redmi Note 12 Pro 5G 8 GB RAM 128 GB,10714,Redmi Note 12 Pro 5G,6.67 İnç,AMOLED,395 PPI,5000 mAh,50 MP,6 nm,Android,8 GB,128 GB,120 Hz,Var,IPX3,IP5X
770597,https://resim.epey.com/770597/b_xiaomi-12-lite-5g-2.png,Xiaomi 12 Lite 8 GB RAM 256 GB,22500,Xiaomi 12 Lite,6.55 İnç,AMOLED,402 PPI,4300 mAh,108 MP,6 nm,Android,8 GB,256 GB,120 Hz,Var,,
993667,https://resim.epey.com/993667/b_samsung-galaxy-a26-5g-1.png,Samsung Galaxy A26 5G 6 GB RAM 128 GB,12470,Samsung Galaxy A26 5G,6.7 İnç,Super AMOLED,385 PPI,5000 mAh,50 MP,5 nm,Android,6 GB,128 GB,120 Hz,Var,IPX7,IP6X
776113,https://resim.epey.com/776113/b_redmi-note-11-pro-plus-5g-8gb-1.png,Redmi Note 11 Pro+ 5G 8 GB RAM 128 GB,11736,Redmi Note 11 Pro+ 5G,6.67 İnç,AMOLED,395 PPI,4500 mAh,108 MP,6 nm,Android,8 GB,128 GB,120 Hz,Var,IPX3,IP5X
863003,https://resim.epey.com/863003/b_huawei-nova-11-20.png,Huawei Nova 11 8 GB RAM 256 GB,25999,Huawei Nova 11,6.7 İnç,OLED,393 PPI,4500 mAh,50 MP,6 nm,Android,8 GB,256 GB,120 Hz,Yok,,
859071,https://resim.epey.com/859071/b_redmi-note-12-pro-4g-8.png,Redmi Note 12 Pro 8 GB RAM 256 GB,11701,Redmi Note 12 Pro,6.67 İnç,AMOLED,395 PPI,5000 mAh,108 MP,8 nm,Android,8 GB,256 GB,120 Hz,Yok,IPX3,IP5X
988512,https://resim.epey.com/988512/b_oppo-reno13-f-1.png,Oppo Reno13 F 8 GB RAM 256 GB,14955,Oppo Reno13 F,6.67 İnç,AMOLED,394 PPI,5800 mAh,50 MP,6 nm,Android,8 GB,256 GB,120 Hz,Yok,IPX9,IP6X
930524,https://resim.epey.com/930524/b_huawei-nova-12s-4.png,Huawei Nova 12s 8 GB RAM 256 GB,19391,Huawei Nova 12s,6.7 İnç,OLED,395 PPI,4500 mAh,50 MP,6 nm,Android,8 GB,256 GB,120 Hz,Yok,,
918686,https://resim.epey.com/918686/b_samsung-galaxy-a25-5g-256gb-5.png,Samsung Galaxy A25 5G 8 GB RAM 256 GB,14149,Samsung Galaxy A25 5G,6.5 İnç,Super AMOLED,396 PPI,5000 mAh,50 MP,5 nm,Android,8 GB,256 GB,120 Hz,Var,,
767030,https://resim.epey.com/767030/b_poco-x4-pro-5g-256gb-1.png,Poco X4 Pro 5G 8 GB RAM 256 GB,13748,Poco X4 Pro 5G,6.67 İnç,AMOLED,395 PPI,5000 mAh,108 MP,6 nm,Android,8 GB,256 GB,120 Hz,Var,IPX3,IP5X
866686,https://resim.epey.com/866686/b_realme-11-pro-1.png,realme 11 Pro 8 GB RAM 256 GB,14600,realme 11 Pro,6.7 İnç,AMOLED,394 PPI,5000 mAh,100 MP,6 nm,Android,8 GB,256 GB,120 Hz,Var,,
765919,https://resim.epey.com/765919/b_redmi-note-11-pro-plus-5g-1.png,Redmi Note 11 Pro+ 5G 6 GB RAM 128 GB,16899,Redmi Note 11 Pro+ 5G,6.67 İnç,AMOLED,395 PPI,4500 mAh,108 MP,6 nm,Android,6 GB,128 GB,120 Hz,Var,IPX3,IP5X
742286,https://resim.epey.com/742286/b_vivo-v23-5g-1.png,Vivo V23 5G 12 GB RAM 256 GB,19999,Vivo V23 5G,6.44 İnç,AMOLED,409 PPI,4200 mAh,64 MP,6 nm,Android,12 GB,256 GB,90 Hz,Var,,
926288,https://resim.epey.com/926288/b_tecno-camon-30-2.png,Tecno Camon 30 8 GB RAM 256 GB,12432,Tecno Camon 30,6.78 İnç,AMOLED,393 PPI,5000 mAh,50 MP,6 nm,Android,8 GB,256 GB,120 Hz,Yok,,
932874,https://resim.epey.com/932874/b_zte-nubia-flip-5g-2.png,ZTE nubia Flip 5G 8 GB RAM 256 GB,42139,ZTE nubia Flip 5G,6.9 İnç,OLED,443 PPI,4310 mAh,50 MP,4 nm,Android,8 GB,256 GB,120 Hz,Var,IPX2,IP4X
988896,https://resim.epey.com/988896/b_redmi-note-14-256gb-6.png,Redmi Note 14 8 GB RAM 256 GB,11399,Redmi Note 14,6.67 İnç,AMOLED,395 PPI,5500 mAh,108 MP,6 nm,Android,8 GB,256 GB,120 Hz,Yok,IPX4,IP5X
877145,https://resim.epey.com/877145/b_samsung-galaxy-m34-5g-4.png,Samsung Galaxy M34 5G 6 GB RAM 128 GB,20054,Samsung Galaxy M34 5G,6.5 İnç,Super AMOLED,396 PPI,6000 mAh,50 MP,5 nm,Android,6 GB,128 GB,120 Hz,Var,,
758822,https://resim.epey.com/758822/b_apple-iphone-se-2022-256gb-1.png,Apple iPhone SE 3 4 GB RAM 256 GB,34939,Apple iPhone SE 3,4.7 İnç,IPS LCD,326 PPI,2018 mAh,12 MP,5 nm,iOS,4 GB,256 GB,60 Hz,Var,IPX7,IP6X
889975,https://resim.epey.com/889975/b_general-mobile-phoenix-5g-7.png,General Mobile GM Phoneix 5G 8 GB RAM 256 GB,16149,General Mobile GM Phoneix 5G,6.78 İnç,AMOLED,388 PPI,4700 mAh,50 MP,6 nm,Android,8 GB,256 GB,120 Hz,Var,,
900052,https://resim.epey.com/900052/b_infinix-zero-30-4g-2.png,Infinix Zero 30 4G 8 GB RAM 256 GB,13049,Infinix Zero 30 4G,6.78 İnç,AMOLED,388 PPI,5000 mAh,108 MP,6 nm,Android,8 GB,256 GB,120 Hz,Yok,IPX4,IP5X
996976,https://resim.epey.com/996976/b_vivo-v50-lite-3.png,Vivo V50 Lite 8 GB RAM 256 GB,14998,Vivo V50 Lite,6.77 İnç,AMOLED,387 PPI,6500 mAh,50 MP,6 nm,Android,8 GB,256 GB,120 Hz,Yok,IPX5,IP6X
969608,https://resim.epey.com/969608/b_realme-12-4g-512gb-3.png,realme 12 4G 8 GB RAM 512 GB,11494,realme 12 4G,6.67 İnç,AMOLED,395 PPI,5000 mAh,50 MP,6 nm,Android,8 GB,512 GB,120 Hz,Yok,IPX4,IP5X
849549,https://resim.epey.com/849549/b_poco-x5-5g-2.png,Poco X5 5G 8 GB RAM 256 GB,15649,Poco X5 5G,6.67 İnç,AMOLED,395 PPI,5000 mAh,48 MP,6 nm,Android,8 GB,256 GB,120 Hz,Var,IPX3,IP5X
894217,https://resim.epey.com/894217/b_samsung-galaxy-a25-5g-5.png,Samsung Galaxy A25 5G 6 GB RAM 128 GB,12155,Samsung Galaxy A25 5G,6.5 İnç,Super AMOLED,396 PPI,5000 mAh,50 MP,5 nm,Android,6 GB,128 GB,120 Hz,Var,,
965992,https://resim.epey.com/965992/b_tecno-camon-30s-1.png,Tecno Camon 30S 8 GB RAM 256 GB,16237,Tecno Camon 30S,6.78 İnç,AMOLED,393 PPI,5000 mAh,50 MP,6 nm,Android,8 GB,256 GB,120 Hz,Yok,IPX3,IP5X
750160,https://resim.epey.com/750160/b_poco-x4-pro-5g-1.png,Poco X4 Pro 5G 6 GB RAM 128 GB,19999,Poco X4 Pro 5G,6.67 İnç,AMOLED,395 PPI,5000 mAh,108 MP,6 nm,Android,6 GB,128 GB,120 Hz,Var,IPX3,IP5X
747758,https://resim.epey.com/747758/b_redmi-note-11-pro-5g-1.png,Redmi Note 11 Pro 5G 6 GB RAM 128 GB,14299,Redmi Note 11 Pro 5G,6.67 İnç,AMOLED,395 PPI,5000 mAh,108 MP,6 nm,Android,6 GB,128 GB,120 Hz,Var,IPX3,IP5X
917006,https://resim.epey.com/917006/b_tecno-spark-20-pro-plus-1.png,Tecno Spark 20 Pro+ 8 GB RAM 256 GB,12000,Tecno Spark 20 Pro+,6.78 İnç,AMOLED,393 PPI,5000 mAh,108 MP,6 nm,Android,8 GB,256 GB,120 Hz,Yok,IPX3,IP5X
917866,https://resim.epey.com/917866/b_redmi-note-13-4g-5.png,Redmi Note 13 8 GB RAM 256 GB,12379,Redmi Note 13,6.67 İnç,AMOLED,395 PPI,5000 mAh,108 MP,6 nm,Android,8 GB,256 GB,120 Hz,Yok,IPX4,IP5X
866322,https://resim.epey.com/866322/b_tecno-camon-20-pro-24.png,Tecno Camon 20 Pro 8 GB RAM 256 GB,11760,Tecno Camon 20 Pro,6.67 İnç,AMOLED,395 PPI,5000 mAh,64 MP,6 nm,Android,8 GB,256 GB,120 Hz,Yok,IPX3,IP5X
962973,https://resim.epey.com/962973/b_oppo-reno11-fs-4.png,Oppo Reno11 FS 8 GB RAM 256 GB,10499,Oppo Reno11 FS,6.67 İnç,OLED,394 PPI,5000 mAh,50 MP,6 nm,Android,8 GB,256 GB,120 Hz,Yok,IPX4,IP6X
871307,https://resim.epey.com/871307/b_vivo-v29-lite-11.png,Vivo V29 Lite 5G 8 GB RAM 256 GB,15827,Vivo V29 Lite 5G,6.78 İnç,AMOLED,388 PPI,5000 mAh,64 MP,6 nm,Android,8 GB,256 GB,120 Hz,Var,IPX4,IP5X
982235,https://resim.epey.com/982235/b_redmi-note-14-4g-6.png,Redmi Note 14 8 GB RAM 128 GB,10376,Redmi Note 14,6.67 İnç,AMOLED,395 PPI,5500 mAh,108 MP,6 nm,Android,8 GB,128 GB,120 Hz,Yok,IPX4,IP5X
962639,https://resim.epey.com/962639/b_tecno-spark-30-pro-1.png,Tecno Spark 30 Pro 8 GB RAM 256 GB,10560,Tecno Spark 30 Pro,6.78 İnç,AMOLED,393 PPI,5000 mAh,108 MP,6 nm,Android,8 GB,256 GB,120 Hz,Yok,IPX4,IP5X
926483,https://resim.epey.com/926483/b_tecno-spark-20-pro-12gb-1.png,Tecno Spark 20 Pro 12 GB RAM 256 GB,11299,Tecno Spark 20 Pro,6.78 İnç,IPS LCD,396 PPI,5000 mAh,108 MP,6 nm,Android,12 GB,256 GB,120 Hz,Yok,IPX3,IP5X
946628,https://resim.epey.com/946628/b_realme-12-4g-3.png,realme 12 4G 8 GB RAM 256 GB,9499,realme 12 4G,6.67 İnç,AMOLED,395 PPI,5000 mAh,50 MP,6 nm,Android,8 GB,256 GB,120 Hz,Yok,IPX4,IP5X
758817,https://resim.epey.com/758817/b_apple-iphone-se-2022-128gb-1.png,Apple iPhone SE 3 4 GB RAM 128 GB,38999,Apple iPhone SE 3,4.7 İnç,IPS LCD,326 PPI,2018 mAh,12 MP,5 nm,iOS,4 GB,128 GB,60 Hz,Var,IPX7,IP6X
814405,https://resim.epey.com/814405/b_tecno-pova-4-pro-19.png,Tecno Pova 4 Pro 8 GB RAM 256 GB,13500,Tecno Pova 4 Pro,6.66 İnç,AMOLED,403 PPI,6000 mAh,50 MP,6 nm,Android,8 GB,256 GB,90 Hz,Yok,,
965189,https://resim.epey.com/965189/b_infinix-hot-50-pro-plus-1.png,Infinix Hot 50 Pro+ 8 GB RAM 256 GB,11299,Infinix Hot 50 Pro+,6.78 İnç,AMOLED,396 PPI,5000 mAh,50 MP,6 nm,Android,8 GB,256 GB,120 Hz,Yok,IPX4,IP5X
885247,https://resim.epey.com/885247/b_tecno-pova-5-pro-2.png,Tecno Pova 5 Pro 8 GB RAM 256 GB,11599,Tecno Pova 5 Pro,6.78 İnç,IPS LCD,396 PPI,5000 mAh,50 MP,6 nm,Android,8 GB,256 GB,120 Hz,Var,,
963194,https://resim.epey.com/963194/b_vivo-v40-lite-4g-6.png,Vivo V40 Lite 8 GB RAM 256 GB,11999,Vivo V40 Lite,6.67 İnç,AMOLED,394 PPI,5000 mAh,50 MP,6 nm,Android,8 GB,256 GB,120 Hz,Yok,IPX4,IP6X
767035,https://resim.epey.com/767035/b_redmi-note-11-pro-8gb-2.png,Redmi Note 11 Pro 8 GB RAM 128 GB,11903,Redmi Note 11 Pro,6.67 İnç,AMOLED,395 PPI,5000 mAh,108 MP,12 nm,Android,8 GB,128 GB,120 Hz,Yok,IPX3,IP5X
871791,https://resim.epey.com/871791/b_infinix-note-30-256gb-4.png,Infinix Note 30 8 GB RAM 256 GB,15995,Infinix Note 30,6.78 İnç,IPS LCD,396 PPI,5000 mAh,64 MP,6 nm,Android,8 GB,256 GB,120 Hz,Yok,IPX3,IP5X
875666,https://resim.epey.com/875666/b_tecno-pova-5-2.png,Tecno Pova 5 8 GB RAM 256 GB,9166,Tecno Pova 5,6.78 İnç,IPS LCD,396 PPI,6000 mAh,50 MP,6 nm,Android,8 GB,256 GB,120 Hz,Yok,,
913942,https://resim.epey.com/913942/b_tecno-spark-20-pro-1.png,Tecno Spark 20 Pro 8 GB RAM 256 GB,9458,Tecno Spark 20 Pro,6.78 İnç,IPS LCD,396 PPI,5000 mAh,108 MP,6 nm,Android,8 GB,256 GB,120 Hz,Yok,IPX3,IP5X
859458,https://resim.epey.com/859458/b_oneplus-nord-ce-3-lite-1.png,OnePlus Nord CE 3 Lite 8 GB RAM 256 GB,14799,OnePlus Nord CE 3 Lite,6.72 İnç,IPS LCD,391 PPI,5000 mAh,108 MP,6 nm,Android,8 GB,256 GB,120 Hz,Var,,
889977,https://resim.epey.com/889977/b_general-mobile-gm-24-pro-14.png,General Mobile GM 24 Pro 8 GB RAM 256 GB,9190,General Mobile GM 24 Pro,6.7 İnç,AMOLED,394 PPI,5000 mAh,50 MP,6 nm,Android,8 GB,256 GB,120 Hz,Yok,,
960603,https://resim.epey.com/960603/b_samsung-galaxy-a16-5g-6.png,Samsung Galaxy A16 5G 8 GB RAM 256 GB,11708,Samsung Galaxy A16 5G,6.7 İnç,Super AMOLED,385 PPI,5000 mAh,50 MP,5 nm,Android,8 GB,256 GB,90 Hz,Var,IPX4,IP5X
933491,https://resim.epey.com/933491/b_vivo-v30-lite-12.png,Vivo V30 Lite 8 GB RAM 256 GB,12000,Vivo V30 Lite,6.67 İnç,AMOLED,395 PPI,5000 mAh,50 MP,6 nm,Android,8 GB,256 GB,120 Hz,Yok,IPX4,IP5X
747759,https://resim.epey.com/747759/b_redmi-note-11-pro-4g-2.png,Redmi Note 11 Pro 6 GB RAM 128 GB,13499,Redmi Note 11 Pro,6.67 İnç,AMOLED,395 PPI,5000 mAh,108 MP,12 nm,Android,6 GB,128 GB,120 Hz,Yok,IPX3,IP5X
808757,https://resim.epey.com/808757/b_omix-x700-256gb-2.png,Omix X700 8 GB RAM 256 GB,9450,Omix X700,6.43 İnç,AMOLED,409 PPI,5000 mAh,64 MP,12 nm,Android,8 GB,256 GB,60 Hz,Yok,IPX3,IP5X
859061,https://resim.epey.com/859061/b_redmi-note-12s-1.png,Redmi Note 12S 8 GB RAM 256 GB,9349,Redmi Note 12S,6.43 İnç,AMOLED,409 PPI,5000 mAh,108 MP,12 nm,Android,8 GB,256 GB,90 Hz,Yok,IPX3,IP5X
884833,https://resim.epey.com/884833/b_realme-11-4g-4.png,realme 11 4G 8 GB RAM 256 GB,11039,realme 11 4G,6.4 İnç,Super AMOLED,409 PPI,5000 mAh,108 MP,6 nm,Android,8 GB,256 GB,90 Hz,Yok,,
910129,https://resim.epey.com/910129/b_infinix-hot-40-pro-1.png,Infinix Hot 40 Pro 8 GB RAM 256 GB,11000,Infinix Hot 40 Pro,6.78 İnç,IPS LCD,396 PPI,5000 mAh,108 MP,6 nm,Android,8 GB,256 GB,120 Hz,Yok,,
868717,https://resim.epey.com/868717/b_infinix-note-30-4.png,Infinix Note 30 8 GB RAM 128 GB,8084,Infinix Note 30,6.78 İnç,IPS LCD,396 PPI,5000 mAh,64 MP,6 nm,Android,8 GB,128 GB,120 Hz,Yok,IPX3,IP5X
758749,https://resim.epey.com/758749/b_apple-iphone-se-2022-1.png,Apple iPhone SE 3 4 GB RAM 64 GB,26224,Apple iPhone SE 3,4.7 İnç,IPS LCD,326 PPI,2018 mAh,12 MP,5 nm,iOS,4 GB,64 GB,60 Hz,Var,IPX7,IP6X
866331,https://resim.epey.com/866331/b_tecno-camon-20-10.png,Tecno Camon 20 8 GB RAM 256 GB,9499,Tecno Camon 20,6.67 İnç,AMOLED,395 PPI,5000 mAh,64 MP,12 nm,Android,8 GB,256 GB,60 Hz,Yok,IPX3,IP5X
974759,https://resim.epey.com/974759/b_samsung-galaxy-a16-256gb-5.png,Samsung Galaxy A16 8 GB RAM 256 GB,10999,Samsung Galaxy A16,6.7 İnç,Super AMOLED,385 PPI,5000 mAh,50 MP,6 nm,Android,8 GB,256 GB,90 Hz,Yok,IPX4,IP5X
918685,https://resim.epey.com/918685/b_samsung-galaxy-a15-256gb-5.png,Samsung Galaxy A15 8 GB RAM 256 GB,12255,Samsung Galaxy A15,6.5 İnç,Super AMOLED,396 PPI,5000 mAh,50 MP,6 nm,Android,8 GB,256 GB,90 Hz,Yok,,
803271,https://resim.epey.com/803271/b_tecno-camon-19-pro-5.png,Tecno Camon 19 Pro 8 GB RAM 128 GB,7675,Tecno Camon 19 Pro,6.8 İnç,IPS LCD,395 PPI,5000 mAh,64 MP,12 nm,Android,8 GB,128 GB,120 Hz,Yok,,
757736,https://resim.epey.com/757736/b_samsung-galaxy-m33-1.png,Samsung Galaxy M33 5G 6 GB RAM 128 GB,13010,Samsung Galaxy M33 5G,6.6 İnç,PLS,400 PPI,5000 mAh,50 MP,5 nm,Android,6 GB,128 GB,120 Hz,Var,,
792752,https://resim.epey.com/792752/b_omix-x700-2.png,Omix X700 8 GB RAM 128 GB,9999,Omix X700,6.43 İnç,AMOLED,409 PPI,5000 mAh,64 MP,12 nm,Android,8 GB,128 GB,60 Hz,Yok,IPX3,IP5X
926952,https://resim.epey.com/926952/b_samsung-galaxy-m15-2.png,Samsung Galaxy M15 5G 4 GB RAM 128 GB,9924,Samsung Galaxy M15 5G,6.5 İnç,Super AMOLED,396 PPI,6000 mAh,50 MP,6 nm,Android,4 GB,128 GB,90 Hz,Var,,
