ProductID,ImageUrl,Model,Price,Model,Display Size,Display Technology,Pixel Density,Battery Capacity,Camera Resolution,CPU Manufacturing,Operating System,RAM,Internal Storage,Refresh Rate,5G,Suya dayanıklılık,Toza dayanıklılık
846314,https://resim.epey.com/846314/b_samsung-galaxy-s23-plus-1.png,Samsung Galaxy S23+ 8 GB RAM 256 GB,35280,Samsung Galaxy S23+,6.6 İnç,Dynamic AMOLED,393 PPI,4700 mAh,50 MP,4 nm,Android,8 GB,256 GB,120 Hz,Var,IPX8,IP6X
971524,https://resim.epey.com/971524/b_realme-gt-6-256gb-1.png,realme GT 6 12 GB RAM 256 GB,27999,realme GT 6,6.78 İnç,AMOLED,450 PPI,5500 mAh,50 MP,4 nm,Android,12 GB,256 GB,120 Hz,Var,IPX5,IP6X
961027,https://resim.epey.com/961027/b_tecno-phantom-v-fold2-1.png,Tecno Phantom V Fold2 12 GB RAM 512 GB,48000,Tecno Phantom V Fold2,6.42 İnç,AMOLED,431 PPI,5750 mAh,50 MP,4 nm,Android,12 GB,512 GB,120 Hz,Var,IPX4,IP5X
947563,https://resim.epey.com/947563/b_samsung-galaxy-z-flip-6-1.png,Samsung Galaxy Z Flip6 12 GB RAM 256 GB,45593,Samsung Galaxy Z Flip6,6.7 İnç,Dynamic AMOLED,425 PPI,4000 mAh,50 MP,4 nm,Android,12 GB,256 GB,120 Hz,Var,IPX8,IP4X
934840,https://resim.epey.com/934840/b_huawei-pura-70-pro-16.png,Huawei Pura 70 Pro 12 GB RAM 512 GB,49999,Huawei Pura 70 Pro,6.8 İnç,OLED,460 PPI,5050 mAh,50 MP,7 nm,Android,12 GB,512 GB,120 Hz,Yok,IPX8,IP6X
871836,https://resim.epey.com/871836/b_samsung-galaxy-z-fold5-1.png,Samsung Galaxy Z Fold5 12 GB RAM 256 GB,58299,Samsung Galaxy Z Fold5,6.2 İnç,Super AMOLED,402 PPI,4400 mAh,50 MP,4 nm,Android,12 GB,256 GB,120 Hz,Var,IPX8,
963426,https://resim.epey.com/963426/b_samsung-galaxy-s24-fe-256gb-1.png,Samsung Galaxy S24 FE 8 GB RAM 256 GB,25649,Samsung Galaxy S24 FE,6.7 İnç,Dynamic AMOLED,385 PPI,4700 mAh,50 MP,4 nm,Android,8 GB,256 GB,120 Hz,Var,IPX8,IP6X
994885,https://resim.epey.com/994885/b_apple-iphone-16e-1.png,Apple iPhone 16e 8 GB RAM 128 GB,42139,Apple iPhone 16e,6.1 İnç,OLED,460 PPI,4005 mAh,48 MP,3 nm,iOS,8 GB,128 GB,60 Hz,Var,IPX8,IP6X
895858,https://resim.epey.com/895858/b_apple-iphone-15-plus-256gb-2.png,Apple iPhone 15 Plus 6 GB RAM 256 GB,64849,Apple iPhone 15 Plus,6.7 İnç,OLED,460 PPI,4383 mAh,48 MP,4 nm,iOS,6 GB,256 GB,60 Hz,Var,IPX8,IP6X
947583,https://resim.epey.com/947583/b_nubia-red-magic-9s-pro-2.png,Nubia Red Magic 9S Pro 12 GB RAM 256 GB,45499,Nubia Red Magic 9S Pro,6.8 İnç,AMOLED,400 PPI,6500 mAh,50 MP,4 nm,Android,12 GB,256 GB,120 Hz,Var,,
899613,https://resim.epey.com/899613/b_samsung-galaxy-s24-2.png,Samsung Galaxy S24 8 GB RAM 128 GB,34499,Samsung Galaxy S24,6.2 İnç,Dynamic AMOLED,418 PPI,4000 mAh,50 MP,4 nm,Android,8 GB,128 GB,120 Hz,Var,IPX8,IP6X
983978,https://resim.epey.com/983978/b_poco-x7-pro-2.png,Poco X7 Pro 8 GB RAM 256 GB,21999,Poco X7 Pro,6.67 İnç,AMOLED,446 PPI,6000 mAh,50 MP,4 nm,Android,8 GB,256 GB,120 Hz,Var,IPX8,IP6X
895867,https://resim.epey.com/895867/b_apple-iphone-15-512gb-1.png,Apple iPhone 15 6 GB RAM 512 GB,62999,Apple iPhone 15,6.1 İnç,OLED,460 PPI,3349 mAh,48 MP,4 nm,iOS,6 GB,512 GB,60 Hz,Var,IPX8,IP6X
849760,https://resim.epey.com/849760/b_samsung-galaxy-s23-256gb-2.png,Samsung Galaxy S23 8 GB RAM 256 GB,34434,Samsung Galaxy S23,6.1 İnç,Dynamic AMOLED,425 PPI,3900 mAh,50 MP,4 nm,Android,8 GB,256 GB,120 Hz,Var,IPX8,IP6X
858968,https://resim.epey.com/858968/b_huawei-p60-pro-19.png,Huawei P60 Pro 8 GB RAM 256 GB,39999,Huawei P60 Pro,6.67 İnç,OLED,444 PPI,4815 mAh,48 MP,4 nm,Android,8 GB,256 GB,120 Hz,Yok,IPX8,IP6X
741136,https://resim.epey.com/741136/b_samsung-galaxy-s22-ultra-2.png,Samsung Galaxy S22 Ultra 8 GB RAM 128 GB,44550,Samsung Galaxy S22 Ultra,6.8 İnç,Dynamic AMOLED,500 PPI,5000 mAh,108 MP,4 nm,Android,8 GB,128 GB,120 Hz,Var,IPX8,IP6X
944934,https://resim.epey.com/944934/b_samsung-galaxy-s24-fe-1.png,Samsung Galaxy S24 FE 8 GB RAM 128 GB,24242,Samsung Galaxy S24 FE,6.7 İnç,Dynamic AMOLED,385 PPI,4700 mAh,50 MP,4 nm,Android,8 GB,128 GB,120 Hz,Var,IPX8,IP6X
940912,https://resim.epey.com/940912/b_poco-f6-pro-512gb-1.png,Poco F6 Pro 12 GB RAM 512 GB,30575,Poco F6 Pro,6.67 İnç,AMOLED,526 PPI,5000 mAh,50 MP,4 nm,Android,12 GB,512 GB,120 Hz,Var,IPX3,IP5X
894506,https://resim.epey.com/894506/b_apple-iphone-15-plus-2.png,Apple iPhone 15 Plus 6 GB RAM 128 GB,58999,Apple iPhone 15 Plus,6.7 İnç,OLED,460 PPI,4383 mAh,48 MP,4 nm,iOS,6 GB,128 GB,60 Hz,Var,IPX8,IP6X
895863,https://resim.epey.com/895863/b_apple-iphone-15-256gb-1.png,Apple iPhone 15 6 GB RAM 256 GB,53999,Apple iPhone 15,6.1 İnç,OLED,460 PPI,3349 mAh,48 MP,4 nm,iOS,6 GB,256 GB,60 Hz,Var,IPX8,IP6X
940647,https://resim.epey.com/940647/b_realme-gt-6t-1.png,realme GT 6T 12 GB RAM 256 GB,27399,realme GT 6T,6.78 İnç,AMOLED,450 PPI,5500 mAh,50 MP,4 nm,Android,12 GB,256 GB,120 Hz,Var,IPX5,IP5X
928247,https://resim.epey.com/928247/b_poco-f6-pro-8.png,Poco F6 Pro 12 GB RAM 256 GB,28812,Poco F6 Pro,6.67 İnç,AMOLED,526 PPI,5000 mAh,50 MP,4 nm,Android,12 GB,256 GB,120 Hz,Var,IPX3,IP5X
940908,https://resim.epey.com/940908/b_poco-f6-512gb-5.png,Poco F6 12 GB RAM 512 GB,20482,Poco F6,6.67 İnç,AMOLED,446 PPI,5000 mAh,50 MP,4 nm,Android,12 GB,512 GB,120 Hz,Var,IPX4,IP6X
845148,https://resim.epey.com/845148/b_samsung-galaxy-s23-2.png,Samsung Galaxy S23 8 GB RAM 128 GB,32670,Samsung Galaxy S23,6.1 İnç,Dynamic AMOLED,425 PPI,3900 mAh,50 MP,4 nm,Android,8 GB,128 GB,120 Hz,Var,IPX8,IP6X
873950,https://resim.epey.com/873950/b_poco-f5-pro-512gb-1.png,Poco F5 Pro 12 GB RAM 512 GB,30312,Poco F5 Pro,6.67 İnç,AMOLED,526 PPI,5160 mAh,64 MP,4 nm,Android,12 GB,512 GB,120 Hz,Var,IPX3,IP5X
800450,https://resim.epey.com/800450/b_samsung-galaxy-z-fold4-8.png,Samsung Galaxy Z Fold4 12 GB RAM 256 GB,50920,Samsung Galaxy Z Fold4,6.2 İnç,Super AMOLED,402 PPI,4400 mAh,50 MP,4 nm,Android,12 GB,256 GB,120 Hz,Var,IPX8,
807154,https://resim.epey.com/807154/b_huawei-mate-50-pro-2.png,Huawei Mate 50 Pro 8 GB RAM 256 GB,49999,Huawei Mate 50 Pro,6.74 İnç,OLED,428 PPI,4700 mAh,50 MP,4 nm,Android,8 GB,256 GB,120 Hz,Yok,IPX8,IP6X
809161,https://resim.epey.com/809161/b_apple-iphone-14-plus-512gb-1.png,Apple iPhone 14 Plus 6 GB RAM 512 GB,58254,Apple iPhone 14 Plus,6.7 İnç,OLED,458 PPI,4325 mAh,12 MP,5 nm,iOS,6 GB,512 GB,60 Hz,Var,IPX8,IP6X
934779,https://resim.epey.com/934779/b_huawei-pura-70-15.png,Huawei Pura 70 12 GB RAM 256 GB,37999,Huawei Pura 70,6.6 İnç,OLED,460 PPI,4900 mAh,50 MP,7 nm,Android,12 GB,256 GB,120 Hz,Yok,IPX8,IP6X
892246,https://resim.epey.com/892246/b_xiaomi-13t-1.png,Xiaomi 13T 12 GB RAM 256 GB,25999,Xiaomi 13T,6.67 İnç,AMOLED,446 PPI,5000 mAh,50 MP,4 nm,Android,12 GB,256 GB,144 Hz,Var,IPX8,IP6X
886210,https://resim.epey.com/886210/b_apple-iphone-15-1.png,Apple iPhone 15 6 GB RAM 128 GB,44000,Apple iPhone 15,6.1 İnç,OLED,460 PPI,3349 mAh,48 MP,4 nm,iOS,6 GB,128 GB,60 Hz,Var,IPX8,IP6X
854753,https://resim.epey.com/854753/b_realme-gt3-1.png,realme GT3 16 GB RAM,49499,realme GT3,6.74 İnç,AMOLED,450 PPI,4600 mAh,50 MP,4 nm,Android,16 GB,1 TB,144 Hz,Var,,
884226,https://resim.epey.com/884226/b_samsung-galaxy-z-flip5-256gb-2.png,Samsung Galaxy Z Flip5 8 GB RAM 512 GB,41579,Samsung Galaxy Z Flip5,6.7 İnç,Dynamic AMOLED,425 PPI,3700 mAh,12 MP,4 nm,Android,8 GB,512 GB,120 Hz,Var,IPX8,
919029,https://resim.epey.com/919029/b_poco-x6-pro-512gb-1.png,Poco X6 Pro 12 GB RAM 512 GB,18875,Poco X6 Pro,6.67 İnç,AMOLED,446 PPI,5000 mAh,64 MP,4 nm,Android,12 GB,512 GB,120 Hz,Var,IPX4,IP5X
844331,https://resim.epey.com/844331/b_poco-f5-pro-1.png,Poco F5 Pro 12 GB RAM 256 GB,39999,Poco F5 Pro,6.67 İnç,AMOLED,526 PPI,5160 mAh,64 MP,4 nm,Android,12 GB,256 GB,120 Hz,Var,IPX3,IP5X
809160,https://resim.epey.com/809160/b_apple-iphone-14-plus-256gb-1.png,Apple iPhone 14 Plus 6 GB RAM 256 GB,54999,Apple iPhone 14 Plus,6.7 İnç,OLED,458 PPI,4325 mAh,12 MP,5 nm,iOS,6 GB,256 GB,60 Hz,Var,IPX8,IP6X
746813,https://resim.epey.com/746813/b_samsung-galaxy-s22-plus-1.png,Samsung Galaxy S22+ 8 GB RAM 128 GB,46490,Samsung Galaxy S22+,6.6 İnç,Dynamic AMOLED,393 PPI,4500 mAh,50 MP,4 nm,Android,8 GB,128 GB,120 Hz,Var,IPX8,IP6X
871839,https://resim.epey.com/871839/b_samsung-galaxy-z-flip5-2.png,Samsung Galaxy Z Flip 5 8 GB RAM 256 GB,41206,Samsung Galaxy Z Flip 5,6.7 İnç,Dynamic AMOLED,425 PPI,3700 mAh,12 MP,4 nm,Android,8 GB,256 GB,120 Hz,Var,IPX8,
993997,https://resim.epey.com/993997/b_vivo-v50-2.png,Vivo V50 5G 12 GB RAM 256 GB,27499,Vivo V50 5G,6.77 İnç,AMOLED,387 PPI,6000 mAh,50 MP,4 nm,Android,12 GB,256 GB,120 Hz,Var,IPX9,IP6X
809142,https://resim.epey.com/809142/b_apple-iphone-14-512gb-3.png,Apple iPhone 14 6 GB RAM 512 GB,49999,Apple iPhone 14,6.1 İnç,OLED,460 PPI,3279 mAh,12 MP,5 nm,iOS,6 GB,512 GB,60 Hz,Var,IPX8,IP6X
934550,https://resim.epey.com/934550/b_poco-f6-5.png,Poco F6 8 GB RAM 256 GB,19286,Poco F6,6.67 İnç,AMOLED,446 PPI,5000 mAh,50 MP,4 nm,Android,8 GB,256 GB,120 Hz,Var,IPX4,IP6X
987058,https://resim.epey.com/987058/b_redmi-note-14-pro-plus-3.png,Redmi Note 14 Pro+ 12 GB RAM 512 GB,22785,Redmi Note 14 Pro+,6.67 İnç,AMOLED,446 PPI,5110 mAh,200 MP,4 nm,Android,12 GB,512 GB,120 Hz,Var,IPX8,IP6X
899244,https://resim.epey.com/899244/b_samsung-galaxy-s23-fe-256gb-2.png,Samsung Galaxy S23 FE 8 GB RAM 256 GB,25947,Samsung Galaxy S23 FE,6.4 İnç,Dynamic AMOLED,403 PPI,4500 mAh,50 MP,4 nm,Android,8 GB,256 GB,120 Hz,Var,IPX8,IP6X
872854,https://resim.epey.com/872854/b_oneplus-nord-3-1.png,OnePlus Nord 3 16 GB RAM 256 GB,24249,OnePlus Nord 3,6.74 İnç,AMOLED,450 PPI,5000 mAh,50 MP,4 nm,Android,16 GB,256 GB,120 Hz,Var,IPX4,IP5X
945237,https://resim.epey.com/945237/b_vivo-v40-2.png,Vivo V40 12 GB RAM 256 GB,25999,Vivo V40,6.78 İnç,AMOLED,452 PPI,5500 mAh,50 MP,4 nm,Android,12 GB,256 GB,120 Hz,Var,IPX8,IP6X
806028,https://resim.epey.com/806028/b_apple-iphone-14-plus-1.png,Apple iPhone 14 Plus 6 GB RAM 128 GB,49399,Apple iPhone 14 Plus,6.7 İnç,OLED,458 PPI,4325 mAh,12 MP,5 nm,iOS,6 GB,128 GB,60 Hz,Var,IPX8,IP6X
860341,https://resim.epey.com/860341/b_realme-gt-2-pro-256gb-18.png,realme GT 2 Pro 12 GB RAM 256 GB,39000,realme GT 2 Pro,6.7 İnç,AMOLED,526 PPI,5000 mAh,50 MP,4 nm,Android,12 GB,256 GB,120 Hz,Var,,
894903,https://resim.epey.com/894903/b_redmi-note-13-pro-plus-6.png,Redmi Note 13 Pro+ 5G 12 GB RAM 512 GB,17460,Redmi Note 13 Pro+ 5G,6.67 İnç,AMOLED,446 PPI,5000 mAh,200 MP,4 nm,Android,12 GB,512 GB,120 Hz,Var,IPX8,IP6X
809141,https://resim.epey.com/809141/b_apple-iphone-14-256gb-3.png,Apple iPhone 14 6 GB RAM 256 GB,46923,Apple iPhone 14,6.1 İnç,OLED,460 PPI,3279 mAh,12 MP,5 nm,iOS,6 GB,256 GB,60 Hz,Var,IPX8,IP6X
741184,https://resim.epey.com/741184/b_samsung-galaxy-s22-1.png,Samsung Galaxy S22 8 GB RAM 128 GB,30081,Samsung Galaxy S22,6.1 İnç,Dynamic AMOLED,425 PPI,3700 mAh,50 MP,4 nm,Android,8 GB,128 GB,120 Hz,Var,IPX8,IP6X
910394,https://resim.epey.com/910394/b_poco-x6-pro-1.png,Poco X6 Pro 8 GB RAM 256 GB,17248,Poco X6 Pro,6.67 İnç,AMOLED,446 PPI,5000 mAh,64 MP,4 nm,Android,8 GB,256 GB,120 Hz,Var,IPX4,IP5X
941065,https://resim.epey.com/941065/b_honor-200-1.png,Honor 200 12 GB RAM 512 GB,19999,Honor 200,6.7 İnç,AMOLED,435 PPI,5200 mAh,50 MP,4 nm,Android,12 GB,512 GB,120 Hz,Var,,
987127,https://resim.epey.com/987127/b_redmi-note-14-pro-5g-1.png,Redmi Note 14 Pro 5G 12 GB RAM 512 GB,20493,Redmi Note 14 Pro 5G,6.67 İnç,AMOLED,446 PPI,5110 mAh,200 MP,4 nm,Android,12 GB,512 GB,120 Hz,Var,IPX8,IP6X
872682,https://resim.epey.com/872682/b_samsung-galaxy-s23-fe-2.png,Samsung Galaxy S23 FE 8 GB RAM 128 GB,22050,Samsung Galaxy S23 FE,6.4 İnç,Dynamic AMOLED,403 PPI,4500 mAh,50 MP,4 nm,Android,8 GB,128 GB,120 Hz,Var,IPX8,IP6X
986893,https://resim.epey.com/986893/b_poco-x7-512gb-1.png,Poco X7 12 GB RAM 512 GB,17049,Poco X7,6.67 İnç,AMOLED,446 PPI,5110 mAh,50 MP,4 nm,Android,12 GB,512 GB,120 Hz,Var,IPX8,IP6X
926315,https://resim.epey.com/926315/b_tecno-camon-30-pro-2.png,Tecno Camon 30 Pro 12 GB RAM 512 GB,21749,Tecno Camon 30 Pro,6.78 İnç,AMOLED,393 PPI,5000 mAh,50 MP,4 nm,Android,12 GB,512 GB,144 Hz,Var,,
802290,https://resim.epey.com/802290/b_apple-iphone-14-3.png,Apple iPhone 14 6 GB RAM 128 GB,42198,Apple iPhone 14,6.1 İnç,OLED,460 PPI,3279 mAh,12 MP,5 nm,iOS,6 GB,128 GB,60 Hz,Var,IPX8,IP6X
930734,https://resim.epey.com/930734/b_vivo-v30-512gb-4.png,Vivo V30 12 GB RAM 512 GB,29999,Vivo V30,6.78 İnç,AMOLED,452 PPI,5000 mAh,50 MP,4 nm,Android,12 GB,512 GB,120 Hz,Var,IPX4,IP5X
894931,https://resim.epey.com/894931/b_redmi-note-13-pro-1.png,Redmi Note 13 Pro 5G 12 GB RAM 512 GB,24999,Redmi Note 13 Pro 5G,6.67 İnç,AMOLED,446 PPI,5100 mAh,200 MP,4 nm,Android,12 GB,512 GB,120 Hz,Var,IPX4,IP5X
942114,https://resim.epey.com/942114/b_realme-12-pro-plus-512gb-12.png,realme 12 Pro+ 12 GB RAM 512 GB,19499,realme 12 Pro+,6.7 İnç,AMOLED,394 PPI,5000 mAh,50 MP,4 nm,Android,12 GB,512 GB,120 Hz,Var,IPX5,IP6X
750421,https://resim.epey.com/750421/b_samsung-galaxy-s21-fe-5g-snapdragon-1.png,Samsung Galaxy S21 FE 5G 8 GB RAM 128 GB,16149,Samsung Galaxy S21 FE 5G,6.4 İnç,Dynamic AMOLED,401 PPI,4500 mAh,12 MP,5 nm,Android,8 GB,128 GB,120 Hz,Var,IPX8,IP6X
800360,https://resim.epey.com/800360/b_samsung-galaxy-z-flip4-3.png,Samsung Galaxy Z Flip4 8 GB RAM 128 GB,29303,Samsung Galaxy Z Flip4,6.7 İnç,Dynamic AMOLED,425 PPI,3700 mAh,12 MP,4 nm,Android,8 GB,128 GB,120 Hz,Var,IPX8,
682384,https://resim.epey.com/682384/b_samsung-galaxy-s21-fe-5.png,Samsung Galaxy S21 FE 5G 8 GB RAM 128 GB,16619,Samsung Galaxy S21 FE 5G,6.4 İnç,Dynamic AMOLED,401 PPI,4500 mAh,12 MP,5 nm,Android,8 GB,128 GB,120 Hz,Var,IPX8,IP6X
922717,https://resim.epey.com/922717/b_vivo-v30-4.png,Vivo V30 12 GB RAM 256 GB,23997,Vivo V30,6.78 İnç,AMOLED,452 PPI,5000 mAh,50 MP,4 nm,Android,12 GB,256 GB,120 Hz,Var,IPX4,IP5X
937597,https://resim.epey.com/937597/b_redmi-note-13-pro-5g-1.png,Redmi Note 13 Pro 5G 12 GB RAM 256 GB,17434,Redmi Note 13 Pro 5G,6.67 İnç,AMOLED,446 PPI,5100 mAh,200 MP,4 nm,Android,12 GB,256 GB,120 Hz,Var,IPX4,IP5X
969507,https://resim.epey.com/969507/b_honor-200-256gb-1.png,Honor 200 8 GB RAM 256 GB,16600,Honor 200,6.7 İnç,AMOLED,435 PPI,5200 mAh,50 MP,4 nm,Android,8 GB,256 GB,120 Hz,Var,,
953612,https://resim.epey.com/953612/b_nothing-phone-2a-plus-1.png,Nothing Phone 12 GB RAM 256 GB,22499,Nothing Phone,6.7 İnç,AMOLED,394 PPI,5000 mAh,50 MP,4 nm,Android,12 GB,256 GB,120 Hz,Var,IPX4,IP5X
968448,https://resim.epey.com/968448/b_samsung-galaxy-a56-5g-4.png,Samsung Galaxy A56 5G 8 GB RAM 256 GB,19390,Samsung Galaxy A56 5G,6.7 İnç,Super AMOLED,385 PPI,5000 mAh,50 MP,4 nm,Android,8 GB,256 GB,120 Hz,Var,IPX7,IP6X
951882,https://resim.epey.com/951882/b_poco-x6-2.png,Poco X6 5G 12 GB RAM 512 GB,20749,Poco X6 5G,6.67 İnç,AMOLED,446 PPI,5100 mAh,64 MP,4 nm,Android,12 GB,512 GB,120 Hz,Var,IPX4,IP5X
1006492,https://resim.epey.com/1006492/b_huawei-nova-13-pro-1.png,Huawei Nova 13 Pro 12 GB RAM 256 GB,29499,Huawei Nova 13 Pro,6.76 İnç,OLED,449 PPI,5000 mAh,50 MP,7 nm,Android,12 GB,256 GB,120 Hz,Yok,,
977394,https://resim.epey.com/977394/b_poco-x7-1.png,Poco X7 8 GB RAM 256 GB,15821,Poco X7,6.67 İnç,AMOLED,446 PPI,5110 mAh,50 MP,4 nm,Android,8 GB,256 GB,120 Hz,Var,IPX8,IP6X
931661,https://resim.epey.com/931661/b_samsung-galaxy-a55-5g-256gb-1.png,Samsung Galaxy A55 5G 8 GB RAM 256 GB,19450,Samsung Galaxy A55 5G,6.6 İnç,Super AMOLED,390 PPI,5000 mAh,50 MP,4 nm,Android,8 GB,256 GB,120 Hz,Var,IPX7,IP6X
988496,https://resim.epey.com/988496/b_oppo-reno13-f-5g-1.png,Oppo Reno13 F 5G 12 GB RAM 256 GB,18999,Oppo Reno13 F 5G,6.67 İnç,AMOLED,394 PPI,5800 mAh,50 MP,4 nm,Android,12 GB,256 GB,120 Hz,Var,IPX9,IP6X
982813,https://resim.epey.com/982813/b_redmi-note-13-pro-5g-1.png,Redmi Note 13 Pro 5G 8 GB RAM 256 GB,15183,Redmi Note 13 Pro 5G,6.67 İnç,AMOLED,446 PPI,5100 mAh,200 MP,4 nm,Android,8 GB,256 GB,120 Hz,Var,IPX4,IP5X
818728,https://resim.epey.com/818728/b_xiaomi-12t-256gb-1.png,Xiaomi 12T 8 GB RAM 256 GB,18914,Xiaomi 12T,6.67 İnç,AMOLED,446 PPI,5000 mAh,108 MP,5 nm,Android,8 GB,256 GB,120 Hz,Var,,
917844,https://resim.epey.com/917844/b_poco-x6-5g-2.png,Poco X6 5G 12 GB RAM 256 GB,17522,Poco X6 5G,6.67 İnç,AMOLED,446 PPI,5100 mAh,64 MP,4 nm,Android,12 GB,256 GB,120 Hz,Var,IPX4,IP5X
921556,https://resim.epey.com/921556/b_realme-12-pro-plus-12.png,realme 12 Pro+ 8 GB RAM 256 GB,18696,realme 12 Pro+,6.7 İnç,AMOLED,394 PPI,5000 mAh,50 MP,4 nm,Android,8 GB,256 GB,120 Hz,Var,IPX5,IP6X
1001256,https://resim.epey.com/1001256/b_samsung-galaxy-a56-5g-4.png,Samsung Galaxy A56 5G 8 GB RAM 128 GB,17619,Samsung Galaxy A56 5G,6.7 İnç,Super AMOLED,385 PPI,5000 mAh,50 MP,4 nm,Android,8 GB,128 GB,120 Hz,Var,IPX7,IP6X
988959,https://resim.epey.com/988959/b_honor-magic7-lite-20.png,Honor Magic7 Lite 8 GB RAM 512 GB,18999,Honor Magic7 Lite,6.78 İnç,AMOLED,437 PPI,6600 mAh,108 MP,4 nm,Android,8 GB,512 GB,120 Hz,Var,IPX5M,IP6X
869958,https://resim.epey.com/869958/b_honor-90-3.png,Honor 90 12 GB RAM 512 GB,28499,Honor 90,6.7 İnç,AMOLED,435 PPI,5000 mAh,200 MP,4 nm,Android,12 GB,512 GB,120 Hz,Var,,
975204,https://resim.epey.com/975204/b_realme-11-pro-plus-1tb-1.png,realme 11 Pro+ 12 GB RAM,18816,realme 11 Pro+,6.7 İnç,AMOLED,394 PPI,5000 mAh,200 MP,6 nm,Android,12 GB,1 TB,120 Hz,Var,,
993608,https://resim.epey.com/993608/b_samsung-galaxy-a36-5g-3.png,Samsung Galaxy A36 5G 8 GB RAM 256 GB,15694,Samsung Galaxy A36 5G,6.7 İnç,Super AMOLED,385 PPI,5000 mAh,50 MP,4 nm,Android,8 GB,256 GB,120 Hz,Var,IPX7,IP6X
917434,https://resim.epey.com/917434/b_samsung-galaxy-a55-1.png,Samsung Galaxy A55 5G 8 GB RAM 128 GB,15990,Samsung Galaxy A55 5G,6.6 İnç,Super AMOLED,390 PPI,5000 mAh,50 MP,4 nm,Android,8 GB,128 GB,120 Hz,Var,IPX7,IP6X
928172,https://resim.epey.com/928172/b_nothing-phone-2a-256gb-8.png,Nothing Phone 12 GB RAM 256 GB,17999,Nothing Phone,6.7 İnç,AMOLED,394 PPI,5000 mAh,50 MP,4 nm,Android,12 GB,256 GB,120 Hz,Var,IPX4,IP5X
858472,https://resim.epey.com/858472/b_samsung-galaxy-a54-5g-256gb-1.png,Samsung Galaxy A54 5G 8 GB RAM 256 GB,19958,Samsung Galaxy A54 5G,6.4 İnç,Super AMOLED,403 PPI,5000 mAh,50 MP,5 nm,Android,8 GB,256 GB,120 Hz,Var,IPX7,IP6X
931647,https://resim.epey.com/931647/b_samsung-galaxy-a35-5g-256gb-8.png,Samsung Galaxy A35 5G 8 GB RAM 256 GB,15650,Samsung Galaxy A35 5G,6.6 İnç,Super AMOLED,390 PPI,5000 mAh,50 MP,5 nm,Android,8 GB,256 GB,120 Hz,Var,IPX7,IP6X
988899,https://resim.epey.com/988899/b_redmi-note-14-pro-512gb-3.png,Redmi Note 14 Pro 12 GB RAM 512 GB,15622,Redmi Note 14 Pro,6.67 İnç,AMOLED,395 PPI,5500 mAh,200 MP,6 nm,Android,12 GB,512 GB,120 Hz,Yok,IPX4,IP6X
970469,https://resim.epey.com/970469/b_honor-magic7-lite-20.png,Honor Magic7 Lite 8 GB RAM 256 GB,15899,Honor Magic7 Lite,6.78 İnç,AMOLED,437 PPI,6600 mAh,108 MP,4 nm,Android,8 GB,256 GB,120 Hz,Var,IPX5M,IP6X
839555,https://resim.epey.com/839555/b_tecno-phantom-x2-5.png,Tecno Phantom X2 8 GB RAM 256 GB,14400,Tecno Phantom X2,6.8 İnç,AMOLED,387 PPI,5160 mAh,64 MP,4 nm,Android,8 GB,256 GB,120 Hz,Var,,
809249,https://resim.epey.com/809249/b_xiaomi-12t-1.png,Xiaomi 12T 8 GB RAM 128 GB,19799,Xiaomi 12T,6.67 İnç,AMOLED,446 PPI,5000 mAh,108 MP,5 nm,Android,8 GB,128 GB,120 Hz,Var,,
921549,https://resim.epey.com/921549/b_realme-12-pro-1.png,realme 12 Pro 8 GB RAM 256 GB,14249,realme 12 Pro,6.7 İnç,AMOLED,394 PPI,5000 mAh,50 MP,4 nm,Android,8 GB,256 GB,120 Hz,Var,IPX5,IP6X
866303,https://resim.epey.com/866303/b_tecno-camon-20-premier-5g-7.png,Tecno Camon 20 Premier 5G 8 GB RAM 512 GB,16599,Tecno Camon 20 Premier 5G,6.67 İnç,AMOLED,395 PPI,5000 mAh,50 MP,6 nm,Android,8 GB,512 GB,120 Hz,Var,IPX3,IP5X
885237,https://resim.epey.com/885237/b_vivo-v29-5g-14.png,Vivo V29 5G 8 GB RAM 256 GB,19899,Vivo V29 5G,6.78 İnç,AMOLED,453 PPI,4600 mAh,50 MP,6 nm,Android,8 GB,256 GB,120 Hz,Var,IPX8,IP6X
998274,https://resim.epey.com/998274/b_redmi-note-14s-2.png,Redmi Note 14S 12 GB RAM 512 GB,14999,Redmi Note 14S,6.67 İnç,AMOLED,394 PPI,5000 mAh,200 MP,6 nm,Android,12 GB,512 GB,120 Hz,Yok,IPX4,IP6X
1001257,https://resim.epey.com/1001257/b_samsung-galaxy-a36-5g-3.png,Samsung Galaxy A36 5G 8 GB RAM 128 GB,14449,Samsung Galaxy A36 5G,6.7 İnç,Super AMOLED,385 PPI,5000 mAh,50 MP,4 nm,Android,8 GB,128 GB,120 Hz,Var,IPX7,IP6X
920647,https://resim.epey.com/920647/b_redmi-note-13-pro-512gb-5.png,Redmi Note 13 Pro 12 GB RAM 512 GB,15049,Redmi Note 13 Pro,6.67 İnç,AMOLED,395 PPI,5000 mAh,200 MP,6 nm,Android,12 GB,512 GB,120 Hz,Yok,IPX4,IP5X
