Product Name,Price,Product Csv name
Xiaomi Redmi A2 64GB ,0,Xiaomi Redmi A2
Xiaomi Redmi Note 12 4G 256GB ,0,Xiaomi Redmi Note 12 4G
Xiaomi Redmi Note 12 4G 128GB ,0,Xiaomi Redmi Note 12 4G
Xiaomi Redmi Note 12 4G 128GB ,0,Xiaomi Redmi Note 12 4G
Xiaomi Redmi Note 12 4G 128GB ,0,Xiaomi Redmi Note 12 4G
Xiaomi Redmi A2+ 32GB ,0,Xiaomi Redmi A2+
Xiaomi Redmi 14C 128GB ,0,Xiaomi Redmi 14C
Xiaomi Redmi Note 13 Pro 4G 256GB ,0,Xiaomi Redmi Note 13 Pro 4G
Xiaomi Redmi 14C 128GB ,0,Xiaomi Redmi 14C
Xiaomi Poco X6 512GB ,0,Xiaomi Poco X6
Xiaomi Redmi Note 13 Pro+ 512GB ,0,Xiaomi Redmi Note 13 Pro+
Xiaomi Redmi Note 13 4G 128GB ,0,Xiaomi Redmi Note 13 4G
Xiaomi Redmi Note 13 4G 256GB ,0,Xiaomi Redmi Note 13 4G
Xiaomi Poco X6 256GB ,0,Xiaomi Poco X6
Xiaomi 13T Pro 1000GB ,0,Xiaomi 13T Pro
Xiaomi Redmi Note 13 256GB ,0,Xiaomi Redmi Note 13
Xiaomi Poco X6 Pro 512GB ,0,Xiaomi Poco X6 Pro
Xiaomi Poco M6 Pro 512GB ,0,Xiaomi Poco M6 Pro
Xiaomi Redmi 13C 128GB ,0,Xiaomi Redmi 13C
Xiaomi Redmi 13C 256GB ,0,Xiaomi Redmi 13C
Xiaomi Redmi Note 13 Pro+ 512GB ,0,Xiaomi Redmi Note 13 Pro+
Xiaomi Poco C65 256GB ,0,Xiaomi Poco C65
Xiaomi 13T Pro 512GB ,0,Xiaomi 13T Pro
Xiaomi Redmi Note 12 Pro 4G 256GB ,0,Xiaomi Redmi Note 12 Pro 4G
Xiaomi Redmi Note 12 Pro 4G 128GB ,0,Xiaomi Redmi Note 12 Pro 4G
Xiaomi Poco F5 256GB ,0,Xiaomi Poco F5
Xiaomi Redmi 12 256GB ,0,Xiaomi Redmi 12
Xiaomi Redmi 12 128GB ,0,Xiaomi Redmi 12
Xiaomi Poco F5 Pro 512GB ,0,Xiaomi Poco F5 Pro
Xiaomi Poco F5 Pro 256GB ,0,Xiaomi Poco F5 Pro
Xiaomi Redmi 12 5G 128GB ,0,Xiaomi Redmi 12 5G
Xiaomi Redmi Note 13 Pro 4G 512GB ,0,Xiaomi Redmi Note 13 Pro 4G
Xiaomi Redmi Note 13 Pro 512GB ,0,Xiaomi Redmi Note 13 Pro
