phone_brand,phone_model,price_usd,storage,ram,launch_date,dimensions,weight,display_type,display_size,display_resolution,os,nfc,usb,battery,colors,video,chipset,cpu,gpu,year,foldable,ppi_density,price_range,os_type,os_version,battery_size,colors_available,chip_company,cpu_core,gpu_company,fingerprint,video_resolution
realme,Realme C65,156.6,128,8,4/1/2024,164.6 x 76.1 x 7.6 mm (6.48 x 3.00 x 0.30 in),185,"IPS LCD, 90Hz, 500 nits (typ), 625 nits (HBM)",6.67,720 x 1604,"Android 14, Realme UI 5.0",1,USB Type-C 2.0,5000,"Purple Nebula, Black Milky Way",1080p@30fps,Mediatek Helio G85 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,1/1/2024,0,264,low price,Android,14,Large,2,Mediatek,Octa-core,Mali,side,1080p
realme,Realme 12+,286.2,256,8,3/2/2024,163 x 75.5 x 7.9 mm (6.42 x 2.97 x 0.31 in),190,"AMOLED, 120Hz, HDR10+, 600 nits (typ), 2000 nits (peak)",6.67,1080 x 2400,"Android 14, up to 2 major Android upgrades, Realme UI 5.0",1,USB Type-C 2.0,5000,"Pioneer Green, Navigator Beige","4K@30fps, 1080p@30/60fps, gyro-EIS",Mediatek Dimensity 7050 (6 nm),Octa-core (2x2.6 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),Mali-G68 MC4,1/1/2024,0,395,medium price,Android,14,Large,2,Mediatek,Octa-core,Mali,under,4K
realme,Realme C55,118.01,256,8,3/8/2023,165.6 x 75.9 x 7.9 mm (6.52 x 2.99 x 0.31 in),189.5,"IPS LCD, 90Hz, 680 nits (peak)",6.72,1080 x 2400,"Android 13, Realme UI 4.0",1,USB Type-C 2.0,5000,"Sun Shower, Rainy Night, Rainforest",1080p@30/60fps,Mediatek MT6769H Helio G88 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,1/1/2023,0,392,low price,Android,13,Large,3,Mediatek,Octa-core,Mali,side,1080p
realme,Realme C61,121.27,256,6,7/25/2024,167.3 x 76.7 x 7.8 mm (6.59 x 3.02 x 0.31 in),188,"IPS LCD, 90Hz, 450 nits (typ), 560 nits (HBM)",6.74,720 x 1600,"Android 14, Realme UI",0,USB Type-C,5000,"Sparkle Gold, Dark Green",1080p@30fps,Unisoc Tiger T612 (12 nm),Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G57,1/1/2024,0,260,low price,Android,14,Large,2,Unisoc,Octa-core,Mali,side,1080p
realme,Realme 11 Pro,361.68,256,12,5/15/2023,161.7 x 73.9 x 8.2 mm or 8.8 mm,183,"AMOLED, 1B colors, HDR10+, 120Hz, 950 nits (peak)",6.7,1080 x 2412,"Android 13, up to 2 major Android upgrades, Realme UI 5.0",1,USB Type-C 2.0,5000,"Astral Black, Sunrise Beige, Oasis Green","4K@30fps, 1080p@30/60/120/480fps, 720p@960fps, gyro-EIS",Mediatek Dimensity 7050 (6 nm),Octa-core (2x2.6 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),Mali-G68 MC4,1/1/2023,0,394,medium price,Android,13,Large,3,Mediatek,Octa-core,Mali,under,4K
realme,Realme Note 50,215,128,4,1/23/2024,167.2 x 76.7 x 8 mm (6.58 x 3.02 x 0.31 in),186,"IPS LCD, 90Hz, 560 nits (peak)",6.74,720 x 1600,"Android 13, Realme UI T",0,USB Type-C 2.0,5000,"Sky Blue, Midnight Black",1080p@30fps,Unisoc Tiger T612 (12 nm),Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G57,1/1/2024,0,260,medium price,Android,13,Large,2,Unisoc,Octa-core,Mali,side,1080p
realme,Realme 12 Pro,540,256,8,1/29/2024,161.5 x 74 x 8.8 mm (6.36 x 2.91 x 0.35 in),190,"AMOLED, 1B colors, 120Hz, 800 nits (HBM), 950 nits (peak)",6.7,1080 x 2412,"Android 14, Realme UI 5.0",1,USB Type-C 2.0,5000,"Submarine Blue, Navigator Beige","4K@30fps, 1080p@30/60/120fps, gyro-EIS",Qualcomm SM6450 Snapdragon 6 Gen 1 (4 nm),Octa-core (4x2.2 GHz Cortex-A78 & 4x1.8 GHz Cortex-A55),Adreno 710,1/1/2024,0,394,medium price,Android,14,Large,2,Qualcomm,Octa-core,Adreno,under,4K
realme,Realme 12 Pro+,534.98,256,8,1/29/2024,161.5 x 74 x 8.8 mm (6.36 x 2.91 x 0.35 in),196,"AMOLED, 1B colors, 120Hz, 800 nits (HBM), 950 nits (peak)",6.7,1080 x 2412,"Android 14, Realme UI 5.0",1,USB Type-C 2.0,5000,"Submarine Blue, Navigator Beige, Explorer Red","4K@30fps, 1080p@30/60/120fps, gyro-EIS",Qualcomm SM7435-AB Snapdragon 7s Gen 2 (4 nm),Octa-core (4x2.40 GHz Cortex-A78 & 4x1.95 GHz Cortex-A55),Adreno 710,1/1/2024,0,394,medium price,Android,14,Large,3,Qualcomm,Octa-core,Adreno,under,4K
realme,Realme 12x,162.05,256,8,4/7/2024,165.6 x 76.1 x 7.9 mm (6.52 x 3.00 x 0.31 in),190,"IPS LCD, 120Hz, 500 (typ), 625 nits (HBM)",6.67,720 x 1604,"Android 14, Realme UI 5.0",1,USB Type-C 2.0,5000,"Feather Green, Glowing Black",1080p@30fps,Mediatek Dimensity 6100+ (6 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,1/1/2024,0,264,medium price,Android,14,Large,2,Mediatek,Octa-core,Mali,side,1080p
realme,Realme C53,122.63,256,8,5/31/2023,167.3 x 76.7 x 7.5 mm (6.59 x 3.02 x 0.30 in),182,"IPS LCD, 90Hz, 560 nits (peak)",6.74,1080 x 2400,"Android 13, Realme UI T",0,USB Type-C 2.0,5000,"Champion Gold, Mighty Black",1080p@30fps,Unisoc Tiger T612 (12 nm),Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G57,1/1/2023,0,390,medium price,Android,13,Large,2,Unisoc,Octa-core,Mali,side,1080p
realme,Realme C53,143.52,256,8,5/31/2023,167.3 x 76.7 x 7.5 mm (6.59 x 3.02 x 0.30 in),182,"IPS LCD, 90Hz, 560 nits (peak)",6.74,1080 x 2400,"Android 13, Realme UI T",0,USB Type-C 2.0,5000,"Champion Gold, Mighty Black",1080p@30fps,Unisoc Tiger T612 (12 nm),Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G57,1/1/2023,0,390,medium price,Android,13,Large,2,Unisoc,Octa-core,Mali,side,1080p
realme,Realme 11 Pro+,471.41,256,12,5/15/2023,161.6 x 73.9 x 8.2 mm or 8.7 mm,183,"AMOLED, 1B colors, HDR10+, 120Hz, 950 nits (peak)",6.7,1080 x 2412,"Android 13, up to 2 major Android upgrades, Realme UI 5.0",1,USB Type-C 2.0,5000,"Astral Black, Sunrise Beige, Oasis Green","4K@30fps, 1080p@30/60/120/480fps, 720p@960fps, gyro-EIS",Mediatek Dimensity 7050 (6 nm),Octa-core (2x2.6 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),Mali-G68 MC4,1/1/2023,0,394,medium price,Android,13,Large,3,Mediatek,Octa-core,Mali,under,4K
realme,Realme 11 Pro,241.41,256,8,5/15/2023,161.7 x 73.9 x 8.2 mm or 8.8 mm,183,"AMOLED, 1B colors, HDR10+, 120Hz, 950 nits (peak)",6.7,1080 x 2412,"Android 13, up to 2 major Android upgrades, Realme UI 5.0",1,USB Type-C 2.0,5000,"Astral Black, Sunrise Beige, Oasis Green","4K@30fps, 1080p@30/60/120/480fps, 720p@960fps, gyro-EIS",Mediatek Dimensity 7050 (6 nm),Octa-core (2x2.6 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),Mali-G68 MC4,1/1/2023,0,394,medium price,Android,13,Large,3,Mediatek,Octa-core,Mali,under,4K
realme,Realme 11,247.32,256,8,7/31/2023,165.7 x 76 x 8.1 mm (6.52 x 2.99 x 0.32 in),190,"IPS LCD, 120Hz, 550 nits (typ), 680 nits (HBM)",6.72,1080 x 2400,"Android 13, Realme UI 4.0",1,USB Type-C 2.0,5000,"Midnight Black (Glory Black), Sunrise Gold (Glory Gold)",1080p@30fps,Mediatek Dimensity 6100+ (6 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,1/1/2023,0,392,medium price,Android,13,Large,2,Mediatek,Octa-core,Mali,side,1080p
realme,Realme C53,159.99,256,8,5/31/2023,167.3 x 76.7 x 7.5 mm (6.59 x 3.02 x 0.30 in),182,"IPS LCD, 90Hz, 560 nits (peak)",6.74,1080 x 2400,"Android 13, Realme UI T",0,USB Type-C 2.0,5000,"Champion Gold, Mighty Black",1080p@30fps,Unisoc Tiger T612 (12 nm),Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G57,1/1/2023,0,390,medium price,Android,13,Large,2,Unisoc,Octa-core,Mali,side,1080p
realme,Realme C55,275,256,8,3/8/2023,165.6 x 75.9 x 7.9 mm (6.52 x 2.99 x 0.31 in),189.5,"IPS LCD, 90Hz, 680 nits (peak)",6.72,1080 x 2400,"Android 13, Realme UI 4.0",1,USB Type-C 2.0,5000,"Sun Shower, Rainy Night, Rainforest",1080p@30/60fps,Mediatek MT6769H Helio G88 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,1/1/2023,0,392,medium price,Android,13,Large,3,Mediatek,Octa-core,Mali,side,1080p
realme,Realme C53,201.38,256,8,5/31/2023,167.3 x 76.7 x 7.5 mm (6.59 x 3.02 x 0.30 in),182,"IPS LCD, 90Hz, 560 nits (peak)",6.74,1080 x 2400,"Android 13, Realme UI T",0,USB Type-C 2.0,5000,"Champion Gold, Mighty Black",1080p@30fps,Unisoc Tiger T612 (12 nm),Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G57,1/1/2023,0,390,medium price,Android,13,Large,2,Unisoc,Octa-core,Mali,side,1080p
realme,Realme 11 Pro,220.41,256,8,5/15/2023,161.7 x 73.9 x 8.2 mm or 8.8 mm,183,"AMOLED, 1B colors, HDR10+, 120Hz, 950 nits (peak)",6.7,1080 x 2412,"Android 13, up to 2 major Android upgrades, Realme UI 5.0",1,USB Type-C 2.0,5000,"Astral Black, Sunrise Beige, Oasis Green","4K@30fps, 1080p@30/60/120/480fps, 720p@960fps, gyro-EIS",Mediatek Dimensity 7050 (6 nm),Octa-core (2x2.6 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),Mali-G68 MC4,1/1/2023,0,394,medium price,Android,13,Large,3,Mediatek,Octa-core,Mali,under,4K
realme,8,417.51,512,12,5/28/2024,162 x 75.1 x 8.7 mm (6.38 x 2.96 x 0.34 in),191,"LTPO AMOLED, 1B colors, 120Hz, HDR, 1000 nits (typ), 1600 nits (HBM), 6000 nits (peak)",6.78,1264 x 2780,"Android 14, Realme UI 5.0",1,USB Type-C 2.0,5500,"Fluid Silver, Razor Green","4K@30/60fps, 1080p@30/60/120fps, gyro-EIS, OIS",Qualcomm SM7675 Snapdragon 7+ Gen 3 (4 nm),Octa-core (1x2.8 GHz Cortex-X4 & 4x2.6 GHz Cortex-A720 & 3x1.9 GHz Cortex-A520),Adreno 732,1/1/2024,0,450,medium price,Android,14,Extra Large,2,Qualcomm,Octa-core,Adreno,under,4K
realme,Realme Note 50,98.56,128,4,1/23/2024,167.2 x 76.7 x 8 mm (6.58 x 3.02 x 0.31 in),186,"IPS LCD, 90Hz, 560 nits (peak)",6.74,720 x 1600,"Android 13, Realme UI T",0,USB Type-C 2.0,5000,"Sky Blue, Midnight Black",1080p@30fps,Unisoc Tiger T612 (12 nm),Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G57,1/1/2024,0,260,low price,Android,13,Large,2,Unisoc,Octa-core,Mali,side,1080p
realme,Realme 12 Pro+,480.53,256,8,1/29/2024,161.5 x 74 x 8.8 mm (6.36 x 2.91 x 0.35 in),196,"AMOLED, 1B colors, 120Hz, 800 nits (HBM), 950 nits (peak)",6.7,1080 x 2412,"Android 14, Realme UI 5.0",1,USB Type-C 2.0,5000,"Submarine Blue, Navigator Beige, Explorer Red","4K@30fps, 1080p@30/60/120fps, gyro-EIS",Qualcomm SM7435-AB Snapdragon 7s Gen 2 (4 nm),Octa-core (4x2.40 GHz Cortex-A78 & 4x1.95 GHz Cortex-A55),Adreno 710,1/1/2024,0,394,medium price,Android,14,Large,3,Qualcomm,Octa-core,Adreno,under,4K
realme,Realme C65,164.28,128,8,4/1/2024,164.6 x 76.1 x 7.6 mm (6.48 x 3.00 x 0.30 in),185,"IPS LCD, 90Hz, 500 nits (typ), 625 nits (HBM)",6.67,720 x 1604,"Android 14, Realme UI 5.0",1,USB Type-C 2.0,5000,"Purple Nebula, Black Milky Way",1080p@30fps,Mediatek Helio G85 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,1/1/2024,0,264,medium price,Android,14,Large,2,Mediatek,Octa-core,Mali,side,1080p
realme,Realme 12+,586.83,256,8,3/2/2024,163 x 75.5 x 7.9 mm (6.42 x 2.97 x 0.31 in),190,"AMOLED, 120Hz, HDR10+, 600 nits (typ), 2000 nits (peak)",6.67,1080 x 2400,"Android 14, up to 2 major Android upgrades, Realme UI 5.0",1,USB Type-C 2.0,5000,"Pioneer Green, Navigator Beige","4K@30fps, 1080p@30/60fps, gyro-EIS",Mediatek Dimensity 7050 (6 nm),Octa-core (2x2.6 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),Mali-G68 MC4,1/1/2024,0,395,medium price,Android,14,Large,2,Mediatek,Octa-core,Mali,under,4K
samsung,Samsung Galaxy A05,89.99,128,4,10/15/2023,168.8 x 78.2 x 8.8 mm (6.65 x 3.08 x 0.35 in),195,PLS LCD,6.7,720 x 1600,Android 13,0,USB Type-C 2.0,5000,"Black, Silver, Light Green",1080p@30/60fps,Mediatek Helio G85 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,1/1/2023,0,262,low price,Android,13,Large,3,Mediatek,Octa-core,Mali,Accelerometer,1080p
samsung,Samsung Galaxy A05,89.99,128,6,10/15/2023,168.8 x 78.2 x 8.8 mm (6.65 x 3.08 x 0.35 in),195,PLS LCD,6.7,720 x 1600,Android 13,0,USB Type-C 2.0,5000,"Black, Silver, Light Green",1080p@30/60fps,Mediatek Helio G85 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,1/1/2023,0,262,low price,Android,13,Large,3,Mediatek,Octa-core,Mali,Accelerometer,1080p
samsung,Samsung Galaxy A05s,99.99,128,4,10/18/2023,168 x 77.8 x 8.8 mm (6.61 x 3.06 x 0.35 in),194,"PLS LCD, 90Hz",6.7,1080 x 2400,Android 13,1,USB Type-C 2.0,5000,"Black, Silver, Light Green, Violet",1080p@30/60fps,Qualcomm SM6225 Snapdragon 680 4G (6 nm),Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver),Adreno 610,1/1/2023,0,393,low price,Android,13,Large,4,Qualcomm,Octa-core,Adreno,side,1080p
samsung,Samsung Galaxy Tab S9 FE,349.99,256,8,10/16/2023,254.3 x 165.8 x 6.5 mm (10.01 x 6.53 x 0.26 in),523,"IPS LCD, 90Hz",10.9,1440 x 2304,"Android 13, up to 4 major Android upgrades, One UI 6",0,"USB Type-C 2.0, magnetic connector",8000,"Mint, Silver, Gray, Lavender","4K@30fps, 1080p@30fps",Exynos 1380 (5 nm),Octa-core (4x2.4 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G68 MP5,1/1/2023,0,249,medium price,Android,13,Super Large,4,Exynos,Octa-core,Mali,side,4K
samsung,Samsung Galaxy S23 FE,269.99,256,8,10/5/2023,158 x 76.5 x 8.2 mm (6.22 x 3.01 x 0.32 in),209,"Dynamic AMOLED 2X, 120Hz, HDR10+, 1450 nits (peak)",6.4,1080 x 2340,"Android 13, up to 4 major Android upgrades, One UI 6.1",1,"USB Type-C, OTG",4500,"Mint, Cream, Graphite, Purple, Indigo, Tangerine","8K@24fps, 4K@30/60fps, 1080p@30/60/120/240fps, 720p@960fps",Exynos 2200 (4 nm) - International,Octa-core (1x2.8 GHz Cortex-X2 & 3x2.50 GHz Cortex-A710 & 4x1.8 GHz Cortex-A510) - International,Xclipse 920 - International,1/1/2023,0,403,medium price,Android,13,Large,6,Exynos,Octa-core,,under,8K
samsung,Samsung Galaxy S23 FE,599.99,256,8,10/5/2023,158 x 76.5 x 8.2 mm (6.22 x 3.01 x 0.32 in),209,"Dynamic AMOLED 2X, 120Hz, HDR10+, 1450 nits (peak)",6.4,1080 x 2340,"Android 13, up to 4 major Android upgrades, One UI 6.1",1,"USB Type-C, OTG",4500,"Mint, Cream, Graphite, Purple, Indigo, Tangerine","8K@24fps, 4K@30/60fps, 1080p@30/60/120/240fps, 720p@960fps",Exynos 2200 (4 nm) - International,Octa-core (1x2.8 GHz Cortex-X2 & 3x2.50 GHz Cortex-A710 & 4x1.8 GHz Cortex-A510) - International,Xclipse 920 - International,1/1/2023,0,403,medium price,Android,13,Large,6,Exynos,Octa-core,,under,8K
samsung,Samsung Galaxy S23 FE,499.99,256,8,10/5/2023,158 x 76.5 x 8.2 mm (6.22 x 3.01 x 0.32 in),209,"Dynamic AMOLED 2X, 120Hz, HDR10+, 1450 nits (peak)",6.4,1080 x 2340,"Android 13, up to 4 major Android upgrades, One UI 6.1",1,"USB Type-C, OTG",4500,"Mint, Cream, Graphite, Purple, Indigo, Tangerine","8K@24fps, 4K@30/60fps, 1080p@30/60/120/240fps, 720p@960fps",Exynos 2200 (4 nm) - International,Octa-core (1x2.8 GHz Cortex-X2 & 3x2.50 GHz Cortex-A710 & 4x1.8 GHz Cortex-A510) - International,Xclipse 920 - International,1/1/2023,0,403,medium price,Android,13,Large,6,Exynos,Octa-core,,under,8K
samsung,Samsung Galaxy Z Flip5,999.99,512,8,8/11/2023,Unfolded: 165.1 x 71.9 x 6.9 mm,187,"Foldable Dynamic AMOLED 2X, 120Hz, HDR10+, 1750 nits (peak)",6.7,1080 x 2640,"Android 13, upgradable to Android 14, One UI 6.1.1",1,"USB Type-C 3.2, OTG",3700,"Mint, Graphite, Cream, Lavender, Gray, Blue, Green, Yellow","4K@30/60fps, 1080p@60/240fps, 720p@960fps, HDR10+",Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm),Octa-core (1x3.36 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510),Adreno 740,1/1/2023,1,425,high price,Android,13,Medium,8,Qualcomm,Octa-core,Adreno,side,4K
samsung,Samsung Galaxy A15,158.12,128,6,12/16/2023,160.1 x 76.8 x 8.4 mm (6.30 x 3.02 x 0.33 in),200,"Super AMOLED, 90Hz, 800 nits (HBM)",6.5,1080 x 2340,"Android 14, up to 3 major Android upgrades, One UI 6.1",1,USB Type-C 2.0,5000,"Brave Black, Optimistic Blue, Magical Blue, Personality Yellow",1080p@30fps,Mediatek Helio G99 (6 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,1/1/2023,0,396,medium price,Android,14,Large,4,Mediatek,Octa-core,Mali,side,1080p
samsung,Samsung Galaxy A15,189.23,128,8,12/16/2023,160.1 x 76.8 x 8.4 mm (6.30 x 3.02 x 0.33 in),200,"Super AMOLED, 90Hz, 800 nits (HBM)",6.5,1080 x 2340,"Android 14, up to 3 major Android upgrades, One UI 6.1",1,USB Type-C 2.0,5000,"Brave Black, Optimistic Blue, Magical Blue, Personality Yellow",1080p@30fps,Mediatek Helio G99 (6 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,1/1/2023,0,396,medium price,Android,14,Large,4,Mediatek,Octa-core,Mali,side,1080p
samsung,Samsung Galaxy S24 Ultra,998.04,512,12,1/24/2024,162.3 x 79 x 8.6 mm (6.39 x 3.11 x 0.34 in),232,"Dynamic LTPO AMOLED 2X, 120Hz, HDR10+, 2600 nits (peak)",6.8,1440 x 3120,"Android 14, up to 7 major Android upgrades, One UI 6.1.1",1,"USB Type-C 3.2, DisplayPort 1.2, OTG",5000,"Titanium Black, Titanium Gray, Titanium Violet, Titanium Yellow, Titanium Blue, Titanium Green, Titanium Orange","8K@24/30fps, 4K@30/60/120fps, 1080p@30/60/240fps, HDR10+, stereo sound rec., gyro-EIS",Qualcomm SM8650-AC Snapdragon 8 Gen 3 (4 nm),8-core (1x3.39GHz Cortex-X4 & 3x3.1GHz Cortex-A720 & 2x2.9GHz Cortex-A720 & 2x2.2GHz Cortex-A520),Adreno 750 (1 GHz),1/1/2024,0,505,medium price,Android,14,Large,7,Qualcomm,8-core,Adreno,under,8K
samsung,Samsung Galaxy S24 Ultra,1178.25,1000,12,1/24/2024,162.3 x 79 x 8.6 mm (6.39 x 3.11 x 0.34 in),232,"Dynamic LTPO AMOLED 2X, 120Hz, HDR10+, 2600 nits (peak)",6.8,1440 x 3120,"Android 14, up to 7 major Android upgrades, One UI 6.1.1",1,"USB Type-C 3.2, DisplayPort 1.2, OTG",5000,"Titanium Black, Titanium Gray, Titanium Violet, Titanium Yellow, Titanium Blue, Titanium Green, Titanium Orange","8K@24/30fps, 4K@30/60/120fps, 1080p@30/60/240fps, HDR10+, stereo sound rec., gyro-EIS",Qualcomm SM8650-AC Snapdragon 8 Gen 3 (4 nm),8-core (1x3.39GHz Cortex-X4 & 3x3.1GHz Cortex-A720 & 2x2.9GHz Cortex-A720 & 2x2.2GHz Cortex-A520),Adreno 750 (1 GHz),1/1/2024,0,505,medium price,Android,14,Large,7,Qualcomm,8-core,Adreno,under,8K
samsung,Samsung Galaxy S24+,944.86,512,12,1/24/2024,158.5 x 75.9 x 7.7 mm (6.24 x 2.99 x 0.30 in),196,"Dynamic LTPO AMOLED 2X, 120Hz, HDR10+, 2600 nits (peak)",6.7,1440 x 3120,"Android 14, up to 7 major Android upgrades, One UI 6.1.1",1,"USB Type-C 3.2, DisplayPort 1.2, OTG",4900,"Onyx Black, Marble Grey, Cobalt Violet, Amber Yellow, Jade Green, Sandstone Orange, Sapphire Blue","8K@24/30fps, 4K@30/60fps, 1080p@30/60/240fps, HDR10+, stereo sound rec., gyro-EIS",Qualcomm SM8650-AC Snapdragon 8 Gen 3 (4 nm) - USA/Canada/China,8-core (1x3.39GHz Cortex-X4 & 3x3.1GHz Cortex-A720 & 2x2.9GHz Cortex-A720 & 2x2.2GHz Cortex-A520),Adreno 750 (1 GHz) - USA/Canada/China,1/1/2024,0,513,medium price,Android,14,Large,7,Qualcomm,8-core,Adreno,under,8K
samsung,Samsung Galaxy A35,222.95,128,8,3/15/2024,161.7 x 78 x 8.2 mm (6.37 x 3.07 x 0.32 in),209,"Super AMOLED, 120Hz, 1000 nits (HBM)",6.6,1080 x 2340,"Android 14, up to 4 major Android upgrades, One UI 6.1",1,"USB Type-C 2.0, OTG",5000,"Iceblue, Lilac, Navy, Lemon","4K@30fps, 1080p@30/60fps, gyro-EIS",Exynos 1380 (5 nm),Octa-core (4x2.4 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G68 MP5,1/1/2024,0,390,medium price,Android,14,Large,4,Exynos,Octa-core,Mali,under,4K
samsung,Samsung Galaxy A35,272.19,256,8,3/15/2024,161.7 x 78 x 8.2 mm (6.37 x 3.07 x 0.32 in),209,"Super AMOLED, 120Hz, 1000 nits (HBM)",6.6,1080 x 2340,"Android 14, up to 4 major Android upgrades, One UI 6.1",1,"USB Type-C 2.0, OTG",5000,"Iceblue, Lilac, Navy, Lemon","4K@30fps, 1080p@30/60fps, gyro-EIS",Exynos 1380 (5 nm),Octa-core (4x2.4 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G68 MP5,1/1/2024,0,390,medium price,Android,14,Large,4,Exynos,Octa-core,Mali,under,4K
samsung,Samsung Galaxy A55,329.23,256,8,3/15/2024,161.1 x 77.4 x 8.2 mm (6.34 x 3.05 x 0.32 in),213,"Super AMOLED, 120Hz, HDR10+, 1000 nits (HBM)",6.6,1080 x 2340,"Android 14, up to 4 major Android upgrades, One UI 6.1",1,"USB Type-C 2.0, OTG",5000,"Iceblue, Lilac, Navy, Lemon","4K@30fps, 1080p@30/60fps, gyro-EIS",Exynos 1480 (4 nm),Octa-core (4x2.75 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Xclipse 530,1/1/2024,0,390,medium price,Android,14,Large,4,Exynos,Octa-core,,under,4K
samsung,Samsung Galaxy A55,622.21,256,12,3/15/2024,161.1 x 77.4 x 8.2 mm (6.34 x 3.05 x 0.32 in),213,"Super AMOLED, 120Hz, HDR10+, 1000 nits (HBM)",6.6,1080 x 2340,"Android 14, up to 4 major Android upgrades, One UI 6.1",1,"USB Type-C 2.0, OTG",5000,"Iceblue, Lilac, Navy, Lemon","4K@30fps, 1080p@30/60fps, gyro-EIS",Exynos 1480 (4 nm),Octa-core (4x2.75 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Xclipse 530,1/1/2024,0,390,medium price,Android,14,Large,4,Exynos,Octa-core,,under,4K
samsung,Samsung Galaxy M55,368.81,256,8,3/28/2024,163.9 x 76.5 x 7.8 mm (6.45 x 3.01 x 0.31 in),180,"Super AMOLED+, 120Hz, 1000 nits (HBM)",6.7,1080 x 2400,"Android 14, One UI 6.1",1,"USB Type-C 2.0, OTG",5000,"Dark Blue, Light Green","4K@30fps, 1080p@30/60fps, gyro-EIS, OIS",Qualcomm SM7450-AB Snapdragon 7 Gen 1 (4 nm),Octa-core (1x2.4 GHz Cortex-A710 & 3x2.36 GHz Cortex-A710 & 4x1.8 GHz Cortex-A510),Adreno 644,1/1/2024,0,393,medium price,Android,14,Large,2,Qualcomm,Octa-core,Adreno,under,4K
samsung,Samsung Galaxy S24,667.53,256,8,1/24/2024,147 x 70.6 x 7.6 mm (5.79 x 2.78 x 0.30 in),167,"Dynamic LTPO AMOLED 2X, 120Hz, HDR10+, 2600 nits (peak)",6.2,1080 x 2340,"Android 14, up to 7 major Android upgrades, One UI 6.1.1",1,"USB Type-C 3.2, DisplayPort 1.2, OTG",4000,"Onyx Black, Marble Grey, Cobalt Violet, Amber Yellow, Jade Green, Sandstone Orange, Sapphire Blue","8K@24/30fps, 4K@30/60fps, 1080p@30/60/240fps, HDR10+, stereo sound rec., gyro-EIS",Qualcomm SM8650-AC Snapdragon 8 Gen 3 (4 nm) - USA/Canada/China,8-core (1x3.39GHz Cortex-X4 & 3x3.1GHz Cortex-A720 & 2x2.9GHz Cortex-A720 & 2x2.2GHz Cortex-A520),Adreno 750 (1 GHz) - USA/Canada/China,1/1/2024,0,416,medium price,Android,14,Medium,7,Qualcomm,8-core,Adreno,under,8K
