phone_brand,phone_model,price_usd,storage,ram,launch_date,dimensions,weight,display_type,display_size,display_resolution,os,nfc,usb,battery,colors,video,chipset,cpu,gpu,year,foldable,ppi_density,price_range,os_type,os_version,battery_size,colors_available,chip_company,cpu_core,gpu_company,fingerprint,video_resolution
apple,Apple iPhone 16 Pro,1357.55,256,8,9/20/2024,149.6 x 71.5 x 8.3 mm (5.89 x 2.81 x 0.33 in),199,"LTPO Super Retina XDR OLED, 120Hz, HDR10, Dolby Vision, 1000 nits (typ), 2000 nits (HBM)",6.3,1206 x 2622,iOS 18,1,"USB Type-C 3.2 Gen 2, DisplayPort",3582,"Black Titanium, White Titanium, Natural Titanium, Desert Titanium","4K@24/25/30/60/100/120fps, 1080p@25/30/60/120/240fps, 10-bit HDR, Dolby Vision HDR (up to 60fps), ProRes, 3D (spatial) video/audio, stereo sound rec.",Apple A18 Pro (3 nm),Hexa-core (2x4.05 GHz + 4x2.42 GHz),Apple GPU (6-core graphics),1/1/2024,0,460,medium price,iOS,18,Medium,4,Apple,Hexa-core,Apple,Face,4K
apple,Apple iPhone 15,740.78,256,6,9/22/2023,147.6 x 71.6 x 7.8 mm (5.81 x 2.82 x 0.31 in),171,"Super Retina XDR OLED, HDR10, Dolby Vision, 1000 nits (HBM), 2000 nits (peak)",6.1,1179 x 2556,"iOS 17, upgradable to iOS 18",1,"USB Type-C 2.0, DisplayPort",3349,"Black, Blue, Green, Yellow, Pink","4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps), stereo sound rec.",Apple A16 Bionic (4 nm),Hexa-core (2x3.46 GHz Everest + 4x2.02 GHz Sawtooth),Apple GPU (5-core graphics),1/1/2023,0,461,medium price,iOS,17,Small,5,Apple,Hexa-core,Apple,Face,4K
apple,Apple iPhone 15,843.18,512,6,9/22/2023,147.6 x 71.6 x 7.8 mm (5.81 x 2.82 x 0.31 in),171,"Super Retina XDR OLED, HDR10, Dolby Vision, 1000 nits (HBM), 2000 nits (peak)",6.1,1179 x 2556,"iOS 17, upgradable to iOS 18",1,"USB Type-C 2.0, DisplayPort",3349,"Black, Blue, Green, Yellow, Pink","4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps), stereo sound rec.",Apple A16 Bionic (4 nm),Hexa-core (2x3.46 GHz Everest + 4x2.02 GHz Sawtooth),Apple GPU (5-core graphics),1/1/2023,0,461,medium price,iOS,17,Small,5,Apple,Hexa-core,Apple,Face,4K
apple,Apple iPhone 15 Pro Max,1123.81,512,8,9/22/2023,159.9 x 76.7 x 8.3 mm (6.30 x 3.02 x 0.33 in),221,"LTPO Super Retina XDR OLED, 120Hz, HDR10, Dolby Vision, 1000 nits (typ), 2000 nits (HBM)",6.7,1290 x 2796,"iOS 17, upgradable to iOS 18",1,"USB Type-C 3.2 Gen 2, DisplayPort",4441,"Black Titanium, White Titanium, Blue Titanium, Natural Titanium","4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, 10-bit HDR, Dolby Vision HDR (up to 60fps), ProRes, 3D (spatial) video, stereo sound rec.",Apple A17 Pro (3 nm),Hexa-core (2x3.78 GHz + 4x2.11 GHz),Apple GPU (6-core graphics),1/1/2023,0,460,high price,iOS,17,Medium,4,Apple,Hexa-core,Apple,Face,4K
apple,Apple iPhone 15 Pro Max,1204.17,1000,8,9/22/2023,159.9 x 76.7 x 8.3 mm (6.30 x 3.02 x 0.33 in),221,"LTPO Super Retina XDR OLED, 120Hz, HDR10, Dolby Vision, 1000 nits (typ), 2000 nits (HBM)",6.7,1290 x 2796,"iOS 17, upgradable to iOS 18",1,"USB Type-C 3.2 Gen 2, DisplayPort",4441,"Black Titanium, White Titanium, Blue Titanium, Natural Titanium","4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, 10-bit HDR, Dolby Vision HDR (up to 60fps), ProRes, 3D (spatial) video, stereo sound rec.",Apple A17 Pro (3 nm),Hexa-core (2x3.78 GHz + 4x2.11 GHz),Apple GPU (6-core graphics),1/1/2023,0,460,high price,iOS,17,Medium,4,Apple,Hexa-core,Apple,Face,4K
apple,Apple iPhone 15 Plus,824.33,256,6,9/22/2023,160.9 x 77.8 x 7.8 mm (6.33 x 3.06 x 0.31 in),201,"Super Retina XDR OLED, HDR10, Dolby Vision, 1000 nits (HBM), 2000 nits (peak)",6.7,1290 x 2796,"iOS 17, upgradable to iOS 18",1,"USB Type-C 2.0, DisplayPort",4383,"Black, Blue, Green, Yellow, Pink","4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps), stereo sound rec.",Apple A16 Bionic (4 nm),Hexa-core (2x3.46 GHz Everest + 4x2.02 GHz Sawtooth),Apple GPU (5-core graphics),1/1/2023,0,460,medium price,iOS,17,Medium,5,Apple,Hexa-core,Apple,Face,4K
apple,Apple iPhone 15 Plus,842.52,512,6,9/22/2023,160.9 x 77.8 x 7.8 mm (6.33 x 3.06 x 0.31 in),201,"Super Retina XDR OLED, HDR10, Dolby Vision, 1000 nits (HBM), 2000 nits (peak)",6.7,1290 x 2796,"iOS 17, upgradable to iOS 18",1,"USB Type-C 2.0, DisplayPort",4383,"Black, Blue, Green, Yellow, Pink","4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps), stereo sound rec.",Apple A16 Bionic (4 nm),Hexa-core (2x3.46 GHz Everest + 4x2.02 GHz Sawtooth),Apple GPU (5-core graphics),1/1/2023,0,460,medium price,iOS,17,Medium,5,Apple,Hexa-core,Apple,Face,4K
apple,Apple iPhone 15 Pro,931.97,256,8,9/22/2023,146.6 x 70.6 x 8.3 mm (5.77 x 2.78 x 0.33 in),187,"LTPO Super Retina XDR OLED, 120Hz, HDR10, Dolby Vision, 1000 nits (typ), 2000 nits (HBM)",6.1,1179 x 2556,"iOS 17, upgradable to iOS 18",1,"USB Type-C 3.2 Gen 2, DisplayPort",3274,"Black Titanium, White Titanium, Blue Titanium, Natural Titanium","4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, 10-bit HDR, Dolby Vision HDR (up to 60fps), ProRes, 3D (spatial) video, stereo sound rec.",Apple A17 Pro (3 nm),Hexa-core (2x3.78 GHz + 4x2.11 GHz),Apple GPU (6-core graphics),1/1/2023,0,461,medium price,iOS,17,Small,4,Apple,Hexa-core,Apple,Face,4K
apple,Apple iPhone 15 Pro,1022.05,512,8,9/22/2023,146.6 x 70.6 x 8.3 mm (5.77 x 2.78 x 0.33 in),187,"LTPO Super Retina XDR OLED, 120Hz, HDR10, Dolby Vision, 1000 nits (typ), 2000 nits (HBM)",6.1,1179 x 2556,"iOS 17, upgradable to iOS 18",1,"USB Type-C 3.2 Gen 2, DisplayPort",3274,"Black Titanium, White Titanium, Blue Titanium, Natural Titanium","4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, 10-bit HDR, Dolby Vision HDR (up to 60fps), ProRes, 3D (spatial) video, stereo sound rec.",Apple A17 Pro (3 nm),Hexa-core (2x3.78 GHz + 4x2.11 GHz),Apple GPU (6-core graphics),1/1/2023,0,461,high price,iOS,17,Small,4,Apple,Hexa-core,Apple,Face,4K
apple,Apple iPhone 15 Pro,1246.85,1000,8,9/22/2023,146.6 x 70.6 x 8.3 mm (5.77 x 2.78 x 0.33 in),187,"LTPO Super Retina XDR OLED, 120Hz, HDR10, Dolby Vision, 1000 nits (typ), 2000 nits (HBM)",6.1,1179 x 2556,"iOS 17, upgradable to iOS 18",1,"USB Type-C 3.2 Gen 2, DisplayPort",3274,"Black Titanium, White Titanium, Blue Titanium, Natural Titanium","4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, 10-bit HDR, Dolby Vision HDR (up to 60fps), ProRes, 3D (spatial) video, stereo sound rec.",Apple A17 Pro (3 nm),Hexa-core (2x3.78 GHz + 4x2.11 GHz),Apple GPU (6-core graphics),1/1/2023,0,461,high price,iOS,17,Small,4,Apple,Hexa-core,Apple,Face,4K
apple,Apple iPhone 16,1035.66,256,8,9/20/2024,147.6 x 71.6 x 7.8 mm (5.81 x 2.82 x 0.31 in),170,"Super Retina XDR OLED, HDR10, Dolby Vision, 1000 nits (typ), 2000 nits (HBM)",6.1,1179 x 2556,iOS 18,1,"USB Type-C 2.0, DisplayPort",3561,"Black, White, Pink, Teal, Ultramarine","4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps), stereo sound rec.",Apple A18 (3 nm),Hexa-core (2x4.04 GHz + 4x2.20 GHz),Apple GPU (5-core graphics),1/1/2024,0,460,medium price,iOS,18,Medium,5,Apple,Hexa-core,Apple,Face,4K
apple,Apple iPhone 16,1165.28,512,8,9/20/2024,147.6 x 71.6 x 7.8 mm (5.81 x 2.82 x 0.31 in),170,"Super Retina XDR OLED, HDR10, Dolby Vision, 1000 nits (typ), 2000 nits (HBM)",6.1,1179 x 2556,iOS 18,1,"USB Type-C 2.0, DisplayPort",3561,"Black, White, Pink, Teal, Ultramarine","4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps), stereo sound rec.",Apple A18 (3 nm),Hexa-core (2x4.04 GHz + 4x2.20 GHz),Apple GPU (5-core graphics),1/1/2024,0,460,medium price,iOS,18,Medium,5,Apple,Hexa-core,Apple,Face,4K
apple,Apple iPhone 16 Plus,1165.28,256,8,9/20/2024,160.9 x 77.8 x 7.8 mm (6.33 x 3.06 x 0.31 in),199,"Super Retina XDR OLED, HDR10, Dolby Vision, 1000 nits (typ), 2000 nits (HBM)",6.7,1290 x 2796,iOS 18,1,"USB Type-C 2.0, DisplayPort",4674,"Black, White, Pink, Teal, Ultramarine","4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps), stereo sound rec.",Apple A18 (3 nm),Hexa-core (2x4.04 GHz + 4x2.20 GHz),Apple GPU (5-core graphics),1/1/2024,0,460,medium price,iOS,18,Large,5,Apple,Hexa-core,Apple,Face,4K
apple,Apple iPhone 16 Plus,1294.9,512,8,9/20/2024,160.9 x 77.8 x 7.8 mm (6.33 x 3.06 x 0.31 in),199,"Super Retina XDR OLED, HDR10, Dolby Vision, 1000 nits (typ), 2000 nits (HBM)",6.7,1290 x 2796,iOS 18,1,"USB Type-C 2.0, DisplayPort",4674,"Black, White, Pink, Teal, Ultramarine","4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps), stereo sound rec.",Apple A18 (3 nm),Hexa-core (2x4.04 GHz + 4x2.20 GHz),Apple GPU (5-core graphics),1/1/2024,0,460,medium price,iOS,18,Large,5,Apple,Hexa-core,Apple,Face,4K
apple,Apple iPhone 16 Pro Max,1399.99,1000,8,9/20/2024,163 x 77.6 x 8.3 mm (6.42 x 3.06 x 0.33 in),227,"LTPO Super Retina XDR OLED, 120Hz, HDR10, Dolby Vision, 1000 nits (typ), 2000 nits (HBM)",6.9,1320 x 2868,iOS 18,1,"USB Type-C 3.2 Gen 2, DisplayPort",4685,"Black Titanium, White Titanium, Natural Titanium, Desert Titanium","4K@24/25/30/60/100/120fps, 1080p@25/30/60/120/240fps, 10-bit HDR, Dolby Vision HDR (up to 60fps), ProRes, 3D (spatial) video/audio, stereo sound rec.",Apple A18 Pro (3 nm),Hexa-core (2x4.05 GHz + 4x2.42 GHz),Apple GPU (6-core graphics),1/1/2024,0,460,high price,iOS,18,Large,4,Apple,Hexa-core,Apple,Face,4K
apple,Apple iPhone 16 Pro Max,1199.99,512,8,9/20/2024,163 x 77.6 x 8.3 mm (6.42 x 3.06 x 0.33 in),227,"LTPO Super Retina XDR OLED, 120Hz, HDR10, Dolby Vision, 1000 nits (typ), 2000 nits (HBM)",6.9,1320 x 2868,iOS 18,1,"USB Type-C 3.2 Gen 2, DisplayPort",4685,"Black Titanium, White Titanium, Natural Titanium, Desert Titanium","4K@24/25/30/60/100/120fps, 1080p@25/30/60/120/240fps, 10-bit HDR, Dolby Vision HDR (up to 60fps), ProRes, 3D (spatial) video/audio, stereo sound rec.",Apple A18 Pro (3 nm),Hexa-core (2x4.05 GHz + 4x2.42 GHz),Apple GPU (6-core graphics),1/1/2024,0,460,medium price,iOS,18,Large,4,Apple,Hexa-core,Apple,Face,4K
apple,Apple iPhone 16 Plus,1029.99,512,8,9/20/2024,160.9 x 77.8 x 7.8 mm (6.33 x 3.06 x 0.31 in),199,"Super Retina XDR OLED, HDR10, Dolby Vision, 1000 nits (typ), 2000 nits (HBM)",6.7,1290 x 2796,iOS 18,1,"USB Type-C 2.0, DisplayPort",4674,"Black, White, Pink, Teal, Ultramarine","4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps), stereo sound rec.",Apple A18 (3 nm),Hexa-core (2x4.04 GHz + 4x2.20 GHz),Apple GPU (5-core graphics),1/1/2024,0,460,medium price,iOS,18,Large,5,Apple,Hexa-core,Apple,Face,4K
apple,Apple iPhone 16 Plus,929.99,256,8,9/20/2024,160.9 x 77.8 x 7.8 mm (6.33 x 3.06 x 0.31 in),199,"Super Retina XDR OLED, HDR10, Dolby Vision, 1000 nits (typ), 2000 nits (HBM)",6.7,1290 x 2796,iOS 18,1,"USB Type-C 2.0, DisplayPort",4674,"Black, White, Pink, Teal, Ultramarine","4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps), stereo sound rec.",Apple A18 (3 nm),Hexa-core (2x4.04 GHz + 4x2.20 GHz),Apple GPU (5-core graphics),1/1/2024,0,460,medium price,iOS,18,Large,5,Apple,Hexa-core,Apple,Face,4K
apple,Apple iPhone 16,929.99,512,8,9/20/2024,147.6 x 71.6 x 7.8 mm (5.81 x 2.82 x 0.31 in),170,"Super Retina XDR OLED, HDR10, Dolby Vision, 1000 nits (typ), 2000 nits (HBM)",6.1,1179 x 2556,iOS 18,1,"USB Type-C 2.0, DisplayPort",3561,"Black, White, Pink, Teal, Ultramarine","4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps), stereo sound rec.",Apple A18 (3 nm),Hexa-core (2x4.04 GHz + 4x2.20 GHz),Apple GPU (5-core graphics),1/1/2024,0,460,medium price,iOS,18,Medium,5,Apple,Hexa-core,Apple,Face,4K
apple,Apple iPhone 16,829.99,256,8,9/20/2024,147.6 x 71.6 x 7.8 mm (5.81 x 2.82 x 0.31 in),170,"Super Retina XDR OLED, HDR10, Dolby Vision, 1000 nits (typ), 2000 nits (HBM)",6.1,1179 x 2556,iOS 18,1,"USB Type-C 2.0, DisplayPort",3561,"Black, White, Pink, Teal, Ultramarine","4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps), stereo sound rec.",Apple A18 (3 nm),Hexa-core (2x4.04 GHz + 4x2.20 GHz),Apple GPU (5-core graphics),1/1/2024,0,460,medium price,iOS,18,Medium,5,Apple,Hexa-core,Apple,Face,4K
apple,Apple iPhone 15 Pro,1299.99,1000,8,9/22/2023,146.6 x 70.6 x 8.3 mm (5.77 x 2.78 x 0.33 in),187,"LTPO Super Retina XDR OLED, 120Hz, HDR10, Dolby Vision, 1000 nits (typ), 2000 nits (HBM)",6.1,1179 x 2556,"iOS 17, upgradable to iOS 18",1,"USB Type-C 3.2 Gen 2, DisplayPort",3274,"Black Titanium, White Titanium, Blue Titanium, Natural Titanium","4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, 10-bit HDR, Dolby Vision HDR (up to 60fps), ProRes, 3D (spatial) video, stereo sound rec.",Apple A17 Pro (3 nm),Hexa-core (2x3.78 GHz + 4x2.11 GHz),Apple GPU (6-core graphics),1/1/2023,0,461,high price,iOS,17,Small,4,Apple,Hexa-core,Apple,Face,4K
apple,Apple iPhone 15 Pro,1099.99,512,8,9/22/2023,146.6 x 70.6 x 8.3 mm (5.77 x 2.78 x 0.33 in),187,"LTPO Super Retina XDR OLED, 120Hz, HDR10, Dolby Vision, 1000 nits (typ), 2000 nits (HBM)",6.1,1179 x 2556,"iOS 17, upgradable to iOS 18",1,"USB Type-C 3.2 Gen 2, DisplayPort",3274,"Black Titanium, White Titanium, Blue Titanium, Natural Titanium","4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, 10-bit HDR, Dolby Vision HDR (up to 60fps), ProRes, 3D (spatial) video, stereo sound rec.",Apple A17 Pro (3 nm),Hexa-core (2x3.78 GHz + 4x2.11 GHz),Apple GPU (6-core graphics),1/1/2023,0,461,high price,iOS,17,Small,4,Apple,Hexa-core,Apple,Face,4K
apple,Apple iPhone 15 Pro,999.99,256,8,9/22/2023,146.6 x 70.6 x 8.3 mm (5.77 x 2.78 x 0.33 in),187,"LTPO Super Retina XDR OLED, 120Hz, HDR10, Dolby Vision, 1000 nits (typ), 2000 nits (HBM)",6.1,1179 x 2556,"iOS 17, upgradable to iOS 18",1,"USB Type-C 3.2 Gen 2, DisplayPort",3274,"Black Titanium, White Titanium, Blue Titanium, Natural Titanium","4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, 10-bit HDR, Dolby Vision HDR (up to 60fps), ProRes, 3D (spatial) video, stereo sound rec.",Apple A17 Pro (3 nm),Hexa-core (2x3.78 GHz + 4x2.11 GHz),Apple GPU (6-core graphics),1/1/2023,0,461,high price,iOS,17,Small,4,Apple,Hexa-core,Apple,Face,4K
apple,Apple iPhone 15 Pro,989.99,1000,8,9/22/2023,146.6 x 70.6 x 8.3 mm (5.77 x 2.78 x 0.33 in),187,"LTPO Super Retina XDR OLED, 120Hz, HDR10, Dolby Vision, 1000 nits (typ), 2000 nits (HBM)",6.1,1179 x 2556,"iOS 17, upgradable to iOS 18",1,"USB Type-C 3.2 Gen 2, DisplayPort",3274,"Black Titanium, White Titanium, Blue Titanium, Natural Titanium","4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, 10-bit HDR, Dolby Vision HDR (up to 60fps), ProRes, 3D (spatial) video, stereo sound rec.",Apple A17 Pro (3 nm),Hexa-core (2x3.78 GHz + 4x2.11 GHz),Apple GPU (6-core graphics),1/1/2023,0,461,medium price,iOS,17,Small,4,Apple,Hexa-core,Apple,Face,4K
apple,Apple iPhone 15 Pro,827.5,512,8,9/22/2023,146.6 x 70.6 x 8.3 mm (5.77 x 2.78 x 0.33 in),187,"LTPO Super Retina XDR OLED, 120Hz, HDR10, Dolby Vision, 1000 nits (typ), 2000 nits (HBM)",6.1,1179 x 2556,"iOS 17, upgradable to iOS 18",1,"USB Type-C 3.2 Gen 2, DisplayPort",3274,"Black Titanium, White Titanium, Blue Titanium, Natural Titanium","4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, 10-bit HDR, Dolby Vision HDR (up to 60fps), ProRes, 3D (spatial) video, stereo sound rec.",Apple A17 Pro (3 nm),Hexa-core (2x3.78 GHz + 4x2.11 GHz),Apple GPU (6-core graphics),1/1/2023,0,461,medium price,iOS,17,Small,4,Apple,Hexa-core,Apple,Face,4K
apple,Apple iPhone 15 Pro,787.49,256,8,9/22/2023,146.6 x 70.6 x 8.3 mm (5.77 x 2.78 x 0.33 in),187,"LTPO Super Retina XDR OLED, 120Hz, HDR10, Dolby Vision, 1000 nits (typ), 2000 nits (HBM)",6.1,1179 x 2556,"iOS 17, upgradable to iOS 18",1,"USB Type-C 3.2 Gen 2, DisplayPort",3274,"Black Titanium, White Titanium, Blue Titanium, Natural Titanium","4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, 10-bit HDR, Dolby Vision HDR (up to 60fps), ProRes, 3D (spatial) video, stereo sound rec.",Apple A17 Pro (3 nm),Hexa-core (2x3.78 GHz + 4x2.11 GHz),Apple GPU (6-core graphics),1/1/2023,0,461,medium price,iOS,17,Small,4,Apple,Hexa-core,Apple,Face,4K
apple,Apple iPhone 15 Plus,1029.99,512,6,9/22/2023,160.9 x 77.8 x 7.8 mm (6.33 x 3.06 x 0.31 in),201,"Super Retina XDR OLED, HDR10, Dolby Vision, 1000 nits (HBM), 2000 nits (peak)",6.7,1290 x 2796,"iOS 17, upgradable to iOS 18",1,"USB Type-C 2.0, DisplayPort",4383,"Black, Blue, Green, Yellow, Pink","4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps), stereo sound rec.",Apple A16 Bionic (4 nm),Hexa-core (2x3.46 GHz Everest + 4x2.02 GHz Sawtooth),Apple GPU (5-core graphics),1/1/2023,0,460,high price,iOS,17,Medium,5,Apple,Hexa-core,Apple,Face,4K
apple,Apple iPhone 15 Plus,929.99,256,6,9/22/2023,160.9 x 77.8 x 7.8 mm (6.33 x 3.06 x 0.31 in),201,"Super Retina XDR OLED, HDR10, Dolby Vision, 1000 nits (HBM), 2000 nits (peak)",6.7,1290 x 2796,"iOS 17, upgradable to iOS 18",1,"USB Type-C 2.0, DisplayPort",4383,"Black, Blue, Green, Yellow, Pink","4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps), stereo sound rec.",Apple A16 Bionic (4 nm),Hexa-core (2x3.46 GHz Everest + 4x2.02 GHz Sawtooth),Apple GPU (5-core graphics),1/1/2023,0,460,medium price,iOS,17,Medium,5,Apple,Hexa-core,Apple,Face,4K
apple,Apple iPhone 15 Plus,726.75,512,6,9/22/2023,160.9 x 77.8 x 7.8 mm (6.33 x 3.06 x 0.31 in),201,"Super Retina XDR OLED, HDR10, Dolby Vision, 1000 nits (HBM), 2000 nits (peak)",6.7,1290 x 2796,"iOS 17, upgradable to iOS 18",1,"USB Type-C 2.0, DisplayPort",4383,"Black, Blue, Green, Yellow, Pink","4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps), stereo sound rec.",Apple A16 Bionic (4 nm),Hexa-core (2x3.46 GHz Everest + 4x2.02 GHz Sawtooth),Apple GPU (5-core graphics),1/1/2023,0,460,medium price,iOS,17,Medium,5,Apple,Hexa-core,Apple,Face,4K
apple,Apple iPhone 15 Plus,629.99,256,6,9/22/2023,160.9 x 77.8 x 7.8 mm (6.33 x 3.06 x 0.31 in),201,"Super Retina XDR OLED, HDR10, Dolby Vision, 1000 nits (HBM), 2000 nits (peak)",6.7,1290 x 2796,"iOS 17, upgradable to iOS 18",1,"USB Type-C 2.0, DisplayPort",4383,"Black, Blue, Green, Yellow, Pink","4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps), stereo sound rec.",Apple A16 Bionic (4 nm),Hexa-core (2x3.46 GHz Everest + 4x2.02 GHz Sawtooth),Apple GPU (5-core graphics),1/1/2023,0,460,medium price,iOS,17,Medium,5,Apple,Hexa-core,Apple,Face,4K
apple,Apple iPhone 16 Pro,1683.76,512,8,9/20/2024,149.6 x 71.5 x 8.3 mm (5.89 x 2.81 x 0.33 in),199,"LTPO Super Retina XDR OLED, 120Hz, HDR10, Dolby Vision, 1000 nits (typ), 2000 nits (HBM)",6.3,1206 x 2622,iOS 18,1,"USB Type-C 3.2 Gen 2, DisplayPort",3582,"Black Titanium, White Titanium, Natural Titanium, Desert Titanium","4K@24/25/30/60/100/120fps, 1080p@25/30/60/120/240fps, 10-bit HDR, Dolby Vision HDR (up to 60fps), ProRes, 3D (spatial) video/audio, stereo sound rec.",Apple A18 Pro (3 nm),Hexa-core (2x4.05 GHz + 4x2.42 GHz),Apple GPU (6-core graphics),1/1/2024,0,460,high price,iOS,18,Medium,4,Apple,Hexa-core,Apple,Face,4K
apple,Apple iPhone 15 Pro Max,1399.99,1000,8,9/22/2023,159.9 x 76.7 x 8.3 mm (6.30 x 3.02 x 0.33 in),221,"LTPO Super Retina XDR OLED, 120Hz, HDR10, Dolby Vision, 1000 nits (typ), 2000 nits (HBM)",6.7,1290 x 2796,"iOS 17, upgradable to iOS 18",1,"USB Type-C 3.2 Gen 2, DisplayPort",4441,"Black Titanium, White Titanium, Blue Titanium, Natural Titanium","4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, 10-bit HDR, Dolby Vision HDR (up to 60fps), ProRes, 3D (spatial) video, stereo sound rec.",Apple A17 Pro (3 nm),Hexa-core (2x3.78 GHz + 4x2.11 GHz),Apple GPU (6-core graphics),1/1/2023,0,460,high price,iOS,17,Medium,4,Apple,Hexa-core,Apple,Face,4K
apple,Apple iPhone 15 Pro Max,1056.99,1000,8,9/22/2023,159.9 x 76.7 x 8.3 mm (6.30 x 3.02 x 0.33 in),221,"LTPO Super Retina XDR OLED, 120Hz, HDR10, Dolby Vision, 1000 nits (typ), 2000 nits (HBM)",6.7,1290 x 2796,"iOS 17, upgradable to iOS 18",1,"USB Type-C 3.2 Gen 2, DisplayPort",4441,"Black Titanium, White Titanium, Blue Titanium, Natural Titanium","4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, 10-bit HDR, Dolby Vision HDR (up to 60fps), ProRes, 3D (spatial) video, stereo sound rec.",Apple A17 Pro (3 nm),Hexa-core (2x3.78 GHz + 4x2.11 GHz),Apple GPU (6-core graphics),1/1/2023,0,460,high price,iOS,17,Medium,4,Apple,Hexa-core,Apple,Face,4K
apple,Apple iPhone 15 Pro Max,788.95,512,8,9/22/2023,159.9 x 76.7 x 8.3 mm (6.30 x 3.02 x 0.33 in),221,"LTPO Super Retina XDR OLED, 120Hz, HDR10, Dolby Vision, 1000 nits (typ), 2000 nits (HBM)",6.7,1290 x 2796,"iOS 17, upgradable to iOS 18",1,"USB Type-C 3.2 Gen 2, DisplayPort",4441,"Black Titanium, White Titanium, Blue Titanium, Natural Titanium","4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, 10-bit HDR, Dolby Vision HDR (up to 60fps), ProRes, 3D (spatial) video, stereo sound rec.",Apple A17 Pro (3 nm),Hexa-core (2x3.78 GHz + 4x2.11 GHz),Apple GPU (6-core graphics),1/1/2023,0,460,medium price,iOS,17,Medium,4,Apple,Hexa-core,Apple,Face,4K
apple,Apple iPhone 15,929.99,512,6,9/22/2023,147.6 x 71.6 x 7.8 mm (5.81 x 2.82 x 0.31 in),171,"Super Retina XDR OLED, HDR10, Dolby Vision, 1000 nits (HBM), 2000 nits (peak)",6.1,1179 x 2556,"iOS 17, upgradable to iOS 18",1,"USB Type-C 2.0, DisplayPort",3349,"Black, Blue, Green, Yellow, Pink","4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps), stereo sound rec.",Apple A16 Bionic (4 nm),Hexa-core (2x3.46 GHz Everest + 4x2.02 GHz Sawtooth),Apple GPU (5-core graphics),1/1/2023,0,461,medium price,iOS,17,Small,5,Apple,Hexa-core,Apple,Face,4K
apple,Apple iPhone 15,829.99,256,6,9/22/2023,147.6 x 71.6 x 7.8 mm (5.81 x 2.82 x 0.31 in),171,"Super Retina XDR OLED, HDR10, Dolby Vision, 1000 nits (HBM), 2000 nits (peak)",6.1,1179 x 2556,"iOS 17, upgradable to iOS 18",1,"USB Type-C 2.0, DisplayPort",3349,"Black, Blue, Green, Yellow, Pink","4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps), stereo sound rec.",Apple A16 Bionic (4 nm),Hexa-core (2x3.46 GHz Everest + 4x2.02 GHz Sawtooth),Apple GPU (5-core graphics),1/1/2023,0,461,medium price,iOS,17,Small,5,Apple,Hexa-core,Apple,Face,4K
