index,Product Name,Date,Price
9956,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-01-31,45186
9958,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-02-01,48373
9959,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-02-02,48373
9960,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-02-03,48373
9962,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-02-04,48373
9963,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-02-05,48273
9964,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-02-06,48273
9965,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-02-07,47649
9967,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-02-08,46099
9968,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-02-09,48669
9969,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-02-10,48649
9970,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-02-11,48649
9972,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-02-12,48669
9973,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-02-13,47649
9974,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-02-14,47649
9975,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-02-15,48969
9977,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-02-16,49140
9978,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-02-17,49098
9979,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-02-18,49098
9980,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-02-19,49498
9982,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-02-20,49498
9983,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-02-21,49427
9984,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-02-22,49427
9985,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-02-23,49427
9987,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-02-24,49427
9988,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-02-25,49489
9989,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-02-26,47649
9990,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-02-27,47649
9992,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-02-28,43399
9993,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-03-01,46714
9994,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-03-02,47649
9995,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-03-03,47649
9997,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-03-04,47649
9998,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-03-05,47649
9999,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-03-06,47649
10000,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-03-07,47649
10002,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-03-08,42419
10011,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-03-15,42419
10020,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-03-22,46649
10021,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-03-23,46649
10022,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-03-24,46649
10023,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-03-25,46649
10024,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-03-26,46649
10026,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-03-27,46649
10027,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-03-28,46649
10028,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-03-29,46649
10029,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-03-30,48099
10031,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-03-31,48199
10032,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-04-01,47304
10033,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-04-02,48149
10034,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-04-03,48239
10036,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-04-04,48229
10037,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-04-05,48237
10038,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-04-06,48237
10039,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-04-07,48237
10041,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-04-08,48399
10042,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-04-09,48399
10043,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-04-10,48399
10044,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-04-11,48289
10046,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-04-12,48289
10047,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-04-13,41699
10056,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-04-20,47489
10057,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-04-21,47489
10058,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-04-22,47999
10059,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-04-23,47999
10061,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-04-24,48991
10062,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-04-25,48824
10063,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-04-26,48824
10064,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-04-27,48799
10066,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-04-28,48799
10067,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-04-29,48799
10068,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-04-30,48049
10069,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-05-01,47999
10071,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-05-02,47999
10072,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-05-03,47999
10073,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-05-04,47877
10074,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-05-05,47877
10076,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-05-06,47349
10077,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-05-07,47349
10078,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-05-08,47846
10080,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-05-09,47745
10081,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-05-10,47599
10082,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-05-11,47449
10083,Samsung Galaxy S23 Ultra 512 GB 12 GB,2025-05-12,47141
7490,Samsung Galaxy S24 Ultra 256 GB,2024-08-03,57820
7492,Samsung Galaxy S24 Ultra 256 GB,2024-08-04,57820
7493,Samsung Galaxy S24 Ultra 256 GB,2024-08-05,57639
7494,Samsung Galaxy S24 Ultra 256 GB,2024-08-06,56065
7495,Samsung Galaxy S24 Ultra 256 GB,2024-08-07,57639
7497,Samsung Galaxy S24 Ultra 256 GB,2024-08-08,57839
7498,Samsung Galaxy S24 Ultra 256 GB,2024-08-09,57839
7499,Samsung Galaxy S24 Ultra 256 GB,2024-08-10,57521
7500,Samsung Galaxy S24 Ultra 256 GB,2024-08-11,57839
7502,Samsung Galaxy S24 Ultra 256 GB,2024-08-12,57539
7503,Samsung Galaxy S24 Ultra 256 GB,2024-08-13,57599
7504,Samsung Galaxy S24 Ultra 256 GB,2024-08-14,57599
7505,Samsung Galaxy S24 Ultra 256 GB,2024-08-15,57816
7507,Samsung Galaxy S24 Ultra 256 GB,2024-08-16,57824
7508,Samsung Galaxy S24 Ultra 256 GB,2024-08-17,57820
7509,Samsung Galaxy S24 Ultra 256 GB,2024-08-18,57715
7510,Samsung Galaxy S24 Ultra 256 GB,2024-08-19,57399
7512,Samsung Galaxy S24 Ultra 256 GB,2024-08-20,57399
7513,Samsung Galaxy S24 Ultra 256 GB,2024-08-21,57629
7514,Samsung Galaxy S24 Ultra 256 GB,2024-08-22,57629
7515,Samsung Galaxy S24 Ultra 256 GB,2024-08-23,57000
7517,Samsung Galaxy S24 Ultra 256 GB,2024-08-24,57628
7518,Samsung Galaxy S24 Ultra 256 GB,2024-08-25,57628
7519,Samsung Galaxy S24 Ultra 256 GB,2024-08-26,57628
7520,Samsung Galaxy S24 Ultra 256 GB,2024-08-27,58079
7522,Samsung Galaxy S24 Ultra 256 GB,2024-08-28,57859
7523,Samsung Galaxy S24 Ultra 256 GB,2024-08-29,58360
7524,Samsung Galaxy S24 Ultra 256 GB,2024-08-30,58799
7525,Samsung Galaxy S24 Ultra 256 GB,2024-08-31,58999
7527,Samsung Galaxy S24 Ultra 256 GB,2024-09-01,58999
7528,Samsung Galaxy S24 Ultra 256 GB,2024-09-02,58700
7529,Samsung Galaxy S24 Ultra 256 GB,2024-09-03,58999
7530,Samsung Galaxy S24 Ultra 256 GB,2024-09-04,57833
7532,Samsung Galaxy S24 Ultra 256 GB,2024-09-05,58999
7533,Samsung Galaxy S24 Ultra 256 GB,2024-09-06,58929
7534,Samsung Galaxy S24 Ultra 256 GB,2024-09-07,58255
7535,Samsung Galaxy S24 Ultra 256 GB,2024-09-08,58255
7537,Samsung Galaxy S24 Ultra 256 GB,2024-09-09,57279
7538,Samsung Galaxy S24 Ultra 256 GB,2024-09-10,57850
7539,Samsung Galaxy S24 Ultra 256 GB,2024-09-11,57599
7540,Samsung Galaxy S24 Ultra 256 GB,2024-09-12,57599
7542,Samsung Galaxy S24 Ultra 256 GB,2024-09-13,56934
7543,Samsung Galaxy S24 Ultra 256 GB,2024-09-14,56999
7544,Samsung Galaxy S24 Ultra 256 GB,2024-09-15,57599
7545,Samsung Galaxy S24 Ultra 256 GB,2024-09-16,56500
7547,Samsung Galaxy S24 Ultra 256 GB,2024-09-17,56500
7548,Samsung Galaxy S24 Ultra 256 GB,2024-09-18,57199
7549,Samsung Galaxy S24 Ultra 256 GB,2024-09-19,58099
7551,Samsung Galaxy S24 Ultra 256 GB,2024-09-20,58189
7552,Samsung Galaxy S24 Ultra 256 GB,2024-09-21,57119
7553,Samsung Galaxy S24 Ultra 256 GB,2024-09-22,58320
7554,Samsung Galaxy S24 Ultra 256 GB,2024-09-23,57712
7556,Samsung Galaxy S24 Ultra 256 GB,2024-09-24,57894
7557,Samsung Galaxy S24 Ultra 256 GB,2024-09-25,56924
7558,Samsung Galaxy S24 Ultra 256 GB,2024-09-26,57646
7559,Samsung Galaxy S24 Ultra 256 GB,2024-09-27,56809
7561,Samsung Galaxy S24 Ultra 256 GB,2024-09-28,57474
7562,Samsung Galaxy S24 Ultra 256 GB,2024-09-29,58599
7563,Samsung Galaxy S24 Ultra 256 GB,2024-09-30,58662
7564,Samsung Galaxy S24 Ultra 256 GB,2024-10-01,58889
7566,Samsung Galaxy S24 Ultra 256 GB,2024-10-02,58833
7567,Samsung Galaxy S24 Ultra 256 GB,2024-10-03,58999
7568,Samsung Galaxy S24 Ultra 256 GB,2024-10-04,59293
7569,Samsung Galaxy S24 Ultra 256 GB,2024-10-05,59849
7571,Samsung Galaxy S24 Ultra 256 GB,2024-10-06,49199
7572,Samsung Galaxy S24 Ultra 256 GB,2024-10-07,59939
7573,Samsung Galaxy S24 Ultra 256 GB,2024-10-08,59399
7574,Samsung Galaxy S24 Ultra 256 GB,2024-10-09,49499
7576,Samsung Galaxy S24 Ultra 256 GB,2024-10-10,58048
7577,Samsung Galaxy S24 Ultra 256 GB,2024-10-11,61440
7578,Samsung Galaxy S24 Ultra 256 GB,2024-10-12,61440
7579,Samsung Galaxy S24 Ultra 256 GB,2024-10-13,62224
7581,Samsung Galaxy S24 Ultra 256 GB,2024-10-14,61750
7582,Samsung Galaxy S24 Ultra 256 GB,2024-10-15,58999
7583,Samsung Galaxy S24 Ultra 256 GB,2024-10-16,61920
7584,Samsung Galaxy S24 Ultra 256 GB,2024-10-17,61499
7586,Samsung Galaxy S24 Ultra 256 GB,2024-10-18,62699
7587,Samsung Galaxy S24 Ultra 256 GB,2024-10-19,61119
7588,Samsung Galaxy S24 Ultra 256 GB,2024-10-20,62492
7589,Samsung Galaxy S24 Ultra 256 GB,2024-10-21,60999
7591,Samsung Galaxy S24 Ultra 256 GB,2024-10-22,61200
7592,Samsung Galaxy S24 Ultra 256 GB,2024-10-23,61200
7593,Samsung Galaxy S24 Ultra 256 GB,2024-10-24,61803
7594,Samsung Galaxy S24 Ultra 256 GB,2024-10-25,59099
7596,Samsung Galaxy S24 Ultra 256 GB,2024-10-26,50900
7597,Samsung Galaxy S24 Ultra 256 GB,2024-10-27,50900
7598,Samsung Galaxy S24 Ultra 256 GB,2024-10-28,61459
7599,Samsung Galaxy S24 Ultra 256 GB,2024-10-29,61459
7601,Samsung Galaxy S24 Ultra 256 GB,2024-10-30,60800
7602,Samsung Galaxy S24 Ultra 256 GB,2024-10-31,60999
7603,Samsung Galaxy S24 Ultra 256 GB,2024-11-01,54231
7604,Samsung Galaxy S24 Ultra 256 GB,2024-11-02,58899
7606,Samsung Galaxy S24 Ultra 256 GB,2024-11-03,58875
7607,Samsung Galaxy S24 Ultra 256 GB,2024-11-04,58125
7608,Samsung Galaxy S24 Ultra 256 GB,2024-11-05,56822
7610,Samsung Galaxy S24 Ultra 256 GB,2024-11-06,56977
7611,Samsung Galaxy S24 Ultra 256 GB,2024-11-07,57786
7612,Samsung Galaxy S24 Ultra 256 GB,2024-11-08,57647
7613,Samsung Galaxy S24 Ultra 256 GB,2024-11-09,46899
7623,Samsung Galaxy S24 Ultra 256 GB,2024-11-17,48449
7625,Samsung Galaxy S24 Ultra 256 GB,2024-11-18,48449
7626,Samsung Galaxy S24 Ultra 256 GB,2024-11-19,57324
7627,Samsung Galaxy S24 Ultra 256 GB,2024-11-20,48375
7628,Samsung Galaxy S24 Ultra 256 GB,2024-11-21,48375
7630,Samsung Galaxy S24 Ultra 256 GB,2024-11-22,57324
7631,Samsung Galaxy S24 Ultra 256 GB,2024-11-23,57324
7632,Samsung Galaxy S24 Ultra 256 GB,2024-11-24,57324
7633,Samsung Galaxy S24 Ultra 256 GB,2024-11-25,48449
7635,Samsung Galaxy S24 Ultra 256 GB,2024-11-26,49500
7636,Samsung Galaxy S24 Ultra 256 GB,2024-11-27,56999
7637,Samsung Galaxy S24 Ultra 256 GB,2024-11-28,56499
7638,Samsung Galaxy S24 Ultra 256 GB,2024-11-29,56499
7640,Samsung Galaxy S24 Ultra 256 GB,2024-11-30,56720
7641,Samsung Galaxy S24 Ultra 256 GB,2024-12-01,56942
7642,Samsung Galaxy S24 Ultra 256 GB,2024-12-02,54509
7643,Samsung Galaxy S24 Ultra 256 GB,2024-12-03,54509
7645,Samsung Galaxy S24 Ultra 256 GB,2024-12-04,57419
7646,Samsung Galaxy S24 Ultra 256 GB,2024-12-05,49440
7647,Samsung Galaxy S24 Ultra 256 GB,2024-12-06,58198
7648,Samsung Galaxy S24 Ultra 256 GB,2024-12-07,52500
7650,Samsung Galaxy S24 Ultra 256 GB,2024-12-08,52500
7651,Samsung Galaxy S24 Ultra 256 GB,2024-12-09,58899
7652,Samsung Galaxy S24 Ultra 256 GB,2024-12-10,59447
7653,Samsung Galaxy S24 Ultra 256 GB,2024-12-11,59799
7655,Samsung Galaxy S24 Ultra 256 GB,2024-12-12,58988
7656,Samsung Galaxy S24 Ultra 256 GB,2024-12-13,61559
7657,Samsung Galaxy S24 Ultra 256 GB,2024-12-14,61711
7658,Samsung Galaxy S24 Ultra 256 GB,2024-12-15,61711
7660,Samsung Galaxy S24 Ultra 256 GB,2024-12-16,60599
7661,Samsung Galaxy S24 Ultra 256 GB,2024-12-17,60599
7662,Samsung Galaxy S24 Ultra 256 GB,2024-12-18,61099
7664,Samsung Galaxy S24 Ultra 256 GB,2024-12-19,51500
7665,Samsung Galaxy S24 Ultra 256 GB,2024-12-20,54500
7666,Samsung Galaxy S24 Ultra 256 GB,2024-12-21,51750
7667,Samsung Galaxy S24 Ultra 256 GB,2024-12-22,62700
7669,Samsung Galaxy S24 Ultra 256 GB,2024-12-23,62349
7670,Samsung Galaxy S24 Ultra 256 GB,2024-12-24,62319
7671,Samsung Galaxy S24 Ultra 256 GB,2024-12-25,59971
7672,Samsung Galaxy S24 Ultra 256 GB,2024-12-26,57099
7674,Samsung Galaxy S24 Ultra 256 GB,2024-12-27,61899
7675,Samsung Galaxy S24 Ultra 256 GB,2024-12-28,61899
7676,Samsung Galaxy S24 Ultra 256 GB,2024-12-29,62254
7677,Samsung Galaxy S24 Ultra 256 GB,2024-12-30,48924
7679,Samsung Galaxy S24 Ultra 256 GB,2024-12-31,61747
7680,Samsung Galaxy S24 Ultra 256 GB,2025-01-01,61747
7681,Samsung Galaxy S24 Ultra 256 GB,2025-01-02,52500
7682,Samsung Galaxy S24 Ultra 256 GB,2025-01-03,53500
7684,Samsung Galaxy S24 Ultra 256 GB,2025-01-04,49865
7685,Samsung Galaxy S24 Ultra 256 GB,2025-01-05,52500
7686,Samsung Galaxy S24 Ultra 256 GB,2025-01-06,60459
7687,Samsung Galaxy S24 Ultra 256 GB,2025-01-07,60459
7689,Samsung Galaxy S24 Ultra 256 GB,2025-01-08,60459
7690,Samsung Galaxy S24 Ultra 256 GB,2025-01-09,61439
7691,Samsung Galaxy S24 Ultra 256 GB,2025-01-10,61439
7692,Samsung Galaxy S24 Ultra 256 GB,2025-01-11,61969
7694,Samsung Galaxy S24 Ultra 256 GB,2025-01-12,62074
7695,Samsung Galaxy S24 Ultra 256 GB,2025-01-13,62074
7696,Samsung Galaxy S24 Ultra 256 GB,2025-01-14,61949
7697,Samsung Galaxy S24 Ultra 256 GB,2025-01-15,61949
7699,Samsung Galaxy S24 Ultra 256 GB,2025-01-16,62139
7700,Samsung Galaxy S24 Ultra 256 GB,2025-01-17,61919
7701,Samsung Galaxy S24 Ultra 256 GB,2025-01-18,51999
7702,Samsung Galaxy S24 Ultra 256 GB,2025-01-19,61919
7704,Samsung Galaxy S24 Ultra 256 GB,2025-01-20,59999
7705,Samsung Galaxy S24 Ultra 256 GB,2025-01-21,59999
7706,Samsung Galaxy S24 Ultra 256 GB,2025-01-22,60900
7707,Samsung Galaxy S24 Ultra 256 GB,2025-01-23,59971
7709,Samsung Galaxy S24 Ultra 256 GB,2025-01-24,59971
7710,Samsung Galaxy S24 Ultra 256 GB,2025-01-25,61299
7711,Samsung Galaxy S24 Ultra 256 GB,2025-01-26,50999
7712,Samsung Galaxy S24 Ultra 256 GB,2025-01-27,60939
7714,Samsung Galaxy S24 Ultra 256 GB,2025-01-28,59999
7715,Samsung Galaxy S24 Ultra 256 GB,2025-01-29,59999
7716,Samsung Galaxy S24 Ultra 256 GB,2025-01-30,51499
7717,Samsung Galaxy S24 Ultra 256 GB,2025-01-31,59971
7719,Samsung Galaxy S24 Ultra 256 GB,2025-02-01,59971
7720,Samsung Galaxy S24 Ultra 256 GB,2025-02-02,59971
7721,Samsung Galaxy S24 Ultra 256 GB,2025-02-03,60799
7723,Samsung Galaxy S24 Ultra 256 GB,2025-02-04,60939
7724,Samsung Galaxy S24 Ultra 256 GB,2025-02-05,60449
7725,Samsung Galaxy S24 Ultra 256 GB,2025-02-06,61494
7726,Samsung Galaxy S24 Ultra 256 GB,2025-02-07,60495
7728,Samsung Galaxy S24 Ultra 256 GB,2025-02-08,61579
7729,Samsung Galaxy S24 Ultra 256 GB,2025-02-09,61579
7730,Samsung Galaxy S24 Ultra 256 GB,2025-02-10,61380
7731,Samsung Galaxy S24 Ultra 256 GB,2025-02-11,58999
7733,Samsung Galaxy S24 Ultra 256 GB,2025-02-12,58999
7734,Samsung Galaxy S24 Ultra 256 GB,2025-02-13,61329
7735,Samsung Galaxy S24 Ultra 256 GB,2025-02-14,57841
7736,Samsung Galaxy S24 Ultra 256 GB,2025-02-15,61562
7738,Samsung Galaxy S24 Ultra 256 GB,2025-02-16,61899
7739,Samsung Galaxy S24 Ultra 256 GB,2025-02-17,60389
7740,Samsung Galaxy S24 Ultra 256 GB,2025-02-18,61899
7741,Samsung Galaxy S24 Ultra 256 GB,2025-02-19,62092
7743,Samsung Galaxy S24 Ultra 256 GB,2025-02-20,59399
7744,Samsung Galaxy S24 Ultra 256 GB,2025-02-21,58949
7745,Samsung Galaxy S24 Ultra 256 GB,2025-02-22,58995
7746,Samsung Galaxy S24 Ultra 256 GB,2025-02-23,58995
7748,Samsung Galaxy S24 Ultra 256 GB,2025-02-24,58995
7749,Samsung Galaxy S24 Ultra 256 GB,2025-02-25,58949
7750,Samsung Galaxy S24 Ultra 256 GB,2025-02-26,58311
7751,Samsung Galaxy S24 Ultra 256 GB,2025-02-27,58311
7753,Samsung Galaxy S24 Ultra 256 GB,2025-02-28,59399
7754,Samsung Galaxy S24 Ultra 256 GB,2025-03-01,61817
7755,Samsung Galaxy S24 Ultra 256 GB,2025-03-02,62053
7756,Samsung Galaxy S24 Ultra 256 GB,2025-03-03,57503
7758,Samsung Galaxy S24 Ultra 256 GB,2025-03-04,59700
7759,Samsung Galaxy S24 Ultra 256 GB,2025-03-05,61340
7760,Samsung Galaxy S24 Ultra 256 GB,2025-03-06,61380
7761,Samsung Galaxy S24 Ultra 256 GB,2025-03-07,62000
7763,Samsung Galaxy S24 Ultra 256 GB,2025-03-08,62049
7764,Samsung Galaxy S24 Ultra 256 GB,2025-03-09,52999
7765,Samsung Galaxy S24 Ultra 256 GB,2025-03-10,52099
7766,Samsung Galaxy S24 Ultra 256 GB,2025-03-11,61168
7768,Samsung Galaxy S24 Ultra 256 GB,2025-03-12,61168
7769,Samsung Galaxy S24 Ultra 256 GB,2025-03-13,61380
7770,Samsung Galaxy S24 Ultra 256 GB,2025-03-14,60675
7771,Samsung Galaxy S24 Ultra 256 GB,2025-03-15,60799
7773,Samsung Galaxy S24 Ultra 256 GB,2025-03-16,61380
7774,Samsung Galaxy S24 Ultra 256 GB,2025-03-17,59999
7775,Samsung Galaxy S24 Ultra 256 GB,2025-03-18,59999
7776,Samsung Galaxy S24 Ultra 256 GB,2025-03-19,59999
7778,Samsung Galaxy S24 Ultra 256 GB,2025-03-20,59999
7779,Samsung Galaxy S24 Ultra 256 GB,2025-03-21,59999
7780,Samsung Galaxy S24 Ultra 256 GB,2025-03-22,59999
7782,Samsung Galaxy S24 Ultra 256 GB,2025-03-23,59999
7783,Samsung Galaxy S24 Ultra 256 GB,2025-03-24,59878
7784,Samsung Galaxy S24 Ultra 256 GB,2025-03-25,59849
7785,Samsung Galaxy S24 Ultra 256 GB,2025-03-26,49500
7787,Samsung Galaxy S24 Ultra 256 GB,2025-03-27,59878
7788,Samsung Galaxy S24 Ultra 256 GB,2025-03-28,59999
7789,Samsung Galaxy S24 Ultra 256 GB,2025-03-29,59999
7790,Samsung Galaxy S24 Ultra 256 GB,2025-03-30,59999
7792,Samsung Galaxy S24 Ultra 256 GB,2025-03-31,59290
7793,Samsung Galaxy S24 Ultra 256 GB,2025-04-01,59290
7794,Samsung Galaxy S24 Ultra 256 GB,2025-04-02,59290
7795,Samsung Galaxy S24 Ultra 256 GB,2025-04-03,59300
7797,Samsung Galaxy S24 Ultra 256 GB,2025-04-04,59298
7798,Samsung Galaxy S24 Ultra 256 GB,2025-04-05,59249
7799,Samsung Galaxy S24 Ultra 256 GB,2025-04-06,59249
7800,Samsung Galaxy S24 Ultra 256 GB,2025-04-07,59298
7802,Samsung Galaxy S24 Ultra 256 GB,2025-04-08,56399
7803,Samsung Galaxy S24 Ultra 256 GB,2025-04-09,59780
7804,Samsung Galaxy S24 Ultra 256 GB,2025-04-10,60100
7805,Samsung Galaxy S24 Ultra 256 GB,2025-04-11,58943
7807,Samsung Galaxy S24 Ultra 256 GB,2025-04-12,59780
7808,Samsung Galaxy S24 Ultra 256 GB,2025-04-13,59780
7809,Samsung Galaxy S24 Ultra 256 GB,2025-04-14,59780
7810,Samsung Galaxy S24 Ultra 256 GB,2025-04-15,59799
7812,Samsung Galaxy S24 Ultra 256 GB,2025-04-16,59799
7813,Samsung Galaxy S24 Ultra 256 GB,2025-04-17,60300
7814,Samsung Galaxy S24 Ultra 256 GB,2025-04-18,59932
7815,Samsung Galaxy S24 Ultra 256 GB,2025-04-19,59932
7817,Samsung Galaxy S24 Ultra 256 GB,2025-04-20,59799
7818,Samsung Galaxy S24 Ultra 256 GB,2025-04-21,59289
7819,Samsung Galaxy S24 Ultra 256 GB,2025-04-22,59581
7820,Samsung Galaxy S24 Ultra 256 GB,2025-04-23,59699
7822,Samsung Galaxy S24 Ultra 256 GB,2025-04-24,59661
7823,Samsung Galaxy S24 Ultra 256 GB,2025-04-25,59581
7824,Samsung Galaxy S24 Ultra 256 GB,2025-04-26,59581
7825,Samsung Galaxy S24 Ultra 256 GB,2025-04-27,59400
7827,Samsung Galaxy S24 Ultra 256 GB,2025-04-28,59468
7828,Samsung Galaxy S24 Ultra 256 GB,2025-04-29,58999
7829,Samsung Galaxy S24 Ultra 256 GB,2025-04-30,58400
7830,Samsung Galaxy S24 Ultra 256 GB,2025-05-01,58099
7832,Samsung Galaxy S24 Ultra 256 GB,2025-05-02,57849
7833,Samsung Galaxy S24 Ultra 256 GB,2025-05-03,57849
7834,Samsung Galaxy S24 Ultra 256 GB,2025-05-04,57849
7835,Samsung Galaxy S24 Ultra 256 GB,2025-05-05,56153
7837,Samsung Galaxy S24 Ultra 256 GB,2025-05-06,57649
7838,Samsung Galaxy S24 Ultra 256 GB,2025-05-07,56002
7839,Samsung Galaxy S24 Ultra 256 GB,2025-05-08,56002
7841,Samsung Galaxy S24 Ultra 256 GB,2025-05-09,56793
7842,Samsung Galaxy S24 Ultra 256 GB,2025-05-10,56793
7843,Samsung Galaxy S24 Ultra 256 GB,2025-05-11,56793
7844,Samsung Galaxy S24 Ultra 256 GB,2025-05-12,56842
11225,Samsung Galaxy S25 Plus 256 GB,2025-01-23,63499
11444,Samsung Galaxy S25 Plus 256 GB,2025-01-24,63499
11445,Samsung Galaxy S25 Plus 256 GB,2025-01-25,63499
11446,Samsung Galaxy S25 Plus 256 GB,2025-01-26,63499
11447,Samsung Galaxy S25 Plus 256 GB,2025-01-27,63499
11449,Samsung Galaxy S25 Plus 256 GB,2025-01-28,63499
11450,Samsung Galaxy S25 Plus 256 GB,2025-01-29,63474
11451,Samsung Galaxy S25 Plus 256 GB,2025-01-30,63474
11452,Samsung Galaxy S25 Plus 256 GB,2025-01-31,63474
11454,Samsung Galaxy S25 Plus 256 GB,2025-02-01,63375
11455,Samsung Galaxy S25 Plus 256 GB,2025-02-02,63299
11456,Samsung Galaxy S25 Plus 256 GB,2025-02-03,63299
11458,Samsung Galaxy S25 Plus 256 GB,2025-02-04,63299
11459,Samsung Galaxy S25 Plus 256 GB,2025-02-05,62698
11460,Samsung Galaxy S25 Plus 256 GB,2025-02-06,60999
11461,Samsung Galaxy S25 Plus 256 GB,2025-02-07,59999
11463,Samsung Galaxy S25 Plus 256 GB,2025-02-08,59999
11464,Samsung Galaxy S25 Plus 256 GB,2025-02-09,61760
11465,Samsung Galaxy S25 Plus 256 GB,2025-02-10,60999
11466,Samsung Galaxy S25 Plus 256 GB,2025-02-11,59921
11468,Samsung Galaxy S25 Plus 256 GB,2025-02-12,59519
11469,Samsung Galaxy S25 Plus 256 GB,2025-02-13,59341
11470,Samsung Galaxy S25 Plus 256 GB,2025-02-14,59341
11471,Samsung Galaxy S25 Plus 256 GB,2025-02-15,59382
11473,Samsung Galaxy S25 Plus 256 GB,2025-02-16,59382
11474,Samsung Galaxy S25 Plus 256 GB,2025-02-17,59382
11475,Samsung Galaxy S25 Plus 256 GB,2025-02-18,58440
11476,Samsung Galaxy S25 Plus 256 GB,2025-02-19,58440
