Description,Product Name,Image,Rating,Price
Garanti Tipi:Honor Türkiye Garantili; Kamera Çözünürlüğü:50 MP; Dahili Hafıza:512 GB; RAM Kapasitesi:12 GB; Pil Gücü (mAh):5000 ve üstü; Ekran Boyutu:6 inç ve üstü; Mobil Bağlantı Hızı:3G; Ön Kamera Sayısı:3; Ekran Cinsi:LCD; Arka Kamera Sayısı:3; İşletim Sistemi:Android; Çift Hat:Var; Kablosuz Şarj:Var; Yüz Tanıma:Var; Dokunmatik Ekran:Var; Garanti Süresi:2 Yıl; NFC:Var; Ekran Yenileme Hızı:60 Hz; Şarj Hızı:10-20 W; Batarya Kapasitesi Aralığı:5000-6000 mAh; Parmak İzi Okuyucu:Var; Suya/Toza Dayanıklılık:Var; Renk:Siyah;,Honor 200,https://cdn.dsmcdn.com/ty1638/prod/QC/20250219/12/00dffed3-821b-329e-a97e-583689896347/1_org_zoom.jpg,4.9,23.299
"Garanti Tipi:Resmi Distribütör Garantili; Kamera Çözünürlüğü:20 MP ve üstü; Dahili Hafıza:512 GB; RAM Kapasitesi:12 GB; Ekran Boyutu:6,7 inç; Pil Gücü (mAh):4000 - 5000; Mobil Bağlantı Hızı:5G; Cep Telefonu Modeli:Honor 20; Ön Kamera Çözünürlüğü:10 - 20 MP; Ön Kamera Sayısı:1; Ekran Çözünürlüğü:FHD+; Ekran Teknolojisi:FHD+; Ön Kamera Çözünürlük Aralığı:20 - 40 MP; Görüntü Teknolojisi:AMOLED; Ana Kamera Flaş:Var; Ön Kamera Flaş:Var; Ekran Cinsi:AMOLED; Arka Kamera Sayısı:3; Ekran Boyut Aralığı:7'' Üstü; İşletim Sistemi:Android; Çift Hat:Var; Kablosuz Şarj:Var; Yüz Tanıma:Var; Dokunmatik Ekran:Var; Garanti Süresi:2 Yıl; Şarj Girişi:USB Type-C; Ana Kamera Çözünürlük Aralığı:10 - 15 MP; NFC:Var; Ekran Yenileme Hızı:60 Hz; Kulaklık Girişi:USB Type-C; Video Kayıt Çözünürlüğü:4320p (Ultra HD) 8K; Şarj Hızı:10-20 W; Arttırılabilir Hafıza (Hafıza Kartı Desteği):Var; Batarya Kapasitesi Aralığı:4500-5000 mAh; Parmak İzi Okuyucu:Var; Suya/Toza Dayanıklılık:Var; Renk:Siyah; Yapay Zeka:Var; Menşei:CN; CE Uygunluk Sembolu:Ürün görselinde bulunuyor; Tamir Edilebilirlik:Yetkili Servis ile Tamiri Gerekir.;",Honor 200 Pro,https://cdn.dsmcdn.com/ty1605/prod/QC/20241126/15/7186f84d-ac35-3ff7-a36d-a21c511c6e12/1_org_zoom.jpg,4.3,29.499
"Garanti Tipi:Resmi Distribütör Garantili; Kamera Çözünürlüğü:20 MP ve üstü; Dahili Hafıza:512 GB; RAM Kapasitesi:12 GB; Ekran Boyutu:6,7 inç; Pil Gücü (mAh):4000 - 5000; Mobil Bağlantı Hızı:5G; Ön Kamera Çözünürlüğü:10 - 20 MP; Ön Kamera Sayısı:1; Ekran Çözünürlüğü:FHD+; Ekran Teknolojisi:FHD+; Ön Kamera Çözünürlük Aralığı:20 - 40 MP; Görüntü Teknolojisi:OLED; Ana Kamera Flaş:Var; Ön Kamera Flaş:Var; Ekran Cinsi:AMOLED; Arka Kamera Sayısı:3; İşletim Sistemi:Android; Çift Hat:Var; Kablosuz Şarj:Var; Yüz Tanıma:Var; Dokunmatik Ekran:Var; Garanti Süresi:2 Yıl; Şarj Girişi:USB Type-C; Ana Kamera Çözünürlük Aralığı:10 - 15 MP; NFC:Var; Ekran Yenileme Hızı:120 Hz; Kulaklık Girişi:USB Type-C; Şarj Hızı:10-20 W; Arttırılabilir Hafıza (Hafıza Kartı Desteği):Var; Batarya Kapasitesi Aralığı:4000-4500 mAh; Parmak İzi Okuyucu:Var; Suya/Toza Dayanıklılık:Var; Renk:Siyah; Yapay Zeka:Var;",Honor Magic V3,https://cdn.dsmcdn.com/ty1665/prod/QC/20250417/18/4d6eb070-b1a9-3057-999f-9e5e24497512/1_org_zoom.jpg,,29.499
"Garanti Tipi:Honor Türkiye Garantili; Kamera Çözünürlüğü:50 MP; Dahili Hafıza:512 GB; RAM Kapasitesi:16 GB; Ekran Boyutu:6,43 inç; Pil Gücü (mAh):5000; Mobil Bağlantı Hızı:5G; Ön Kamera Çözünürlüğü:16 MP; Cep Telefonu Modeli:Lg V20; Ön Kamera Sayısı:1; Ekran Çözünürlüğü:FHD+; Ön Kamera Çözünürlük Aralığı:15 - 20 MP; Görüntü Teknolojisi:OLED; Ekran Cinsi:OLED; Arka Kamera Sayısı:3; Ekran Boyut Aralığı:6'' - 6.5''; İşletim Sistemi:Android; Çift Hat:Var; Kablosuz Şarj:Yok; Yüz Tanıma:Var; Dokunmatik Ekran:Var; Garanti Süresi:2 Yıl; Şarj Girişi:USB Type-C; Ana Kamera Çözünürlük Aralığı:60 - 80 MP; NFC:Var; Ekran Yenileme Hızı:60 Hz; Kulaklık Girişi:USB Type-C; Şarj Hızı:10-20 W; Arttırılabilir Hafıza (Hafıza Kartı Desteği):Var; Batarya Kapasitesi Aralığı:4500-5000 mAh; Parmak İzi Okuyucu:Yok; Suya/Toza Dayanıklılık:Yok; Renk:Çok Renkli; Yapay Zeka:Yok;",Honor Magic V2,https://cdn.dsmcdn.com/ty1403/product/media/images/prod/QC/20240704/11/569e0012-16b7-303f-b514-05f2b2302791/1_org_zoom.jpg,4.7,69.999
Materyal:Silikon; Cep Telefonu Modeli:Nova 11 Pro; Renk:Siyah; Uyumlu Marka:Huawei Uyumlu;,Huawei nova 11 Pro,https://cdn.dsmcdn.com/ty1449/product/media/images/prod/QC/20240731/08/3f232d12-de5f-3843-a94d-2a78756fe691/1_org_zoom.jpg,4.5,"129,99"
Materyal:Silikon; Cep Telefonu Modeli:Huawei P60 Pro; Renk:Siyah; Uyumlu Marka:Huawei Uyumlu;,Huawei P60 Pro,https://cdn.dsmcdn.com/ty972/product/media/images/20230727/11/397193640/982814522/1/1_org_zoom.jpg,,"129,99"
"Ram (Sistem Belleği):16 GB; SSD Kapasitesi:512 GB; İşletim Sistemi:Windows; Ekran Kartı:Dahili Ekran Kartı; İşlemci Tipi:Intel Core Ultra 5; Ekran Boyutu:14,2 inç; Çözünürlük:1920 x 1280; Kullanım Amacı:Ev - Okul; Cihaz Ağırlığı:2 - 4 kg; Şarjlı Kullanım Süresi:3 Saat ve Altı; Ekran Yenileme Hızı:Belirtilmemiş; Ekran Kartı Tipi:Dahili; Ekran Kartı Hafızası:Paylaşımlı; İşlemci Modeli:Belirtilmemiş; İşlemci Nesli:Belirtilmemiş; İşlemci Çekirdek Sayısı:Belirtilmemiş; Hard Disk Kapasitesi:HDD Yok; Dokunmatik Ekran:Yok; Panel Tipi:IPS; Ram (Sistem Belleği) Tipi:Birleşik Bellek; Renk:Gri; Garanti Tipi:Huawei Türkiye Garantili; Temel İşlemci Hızı (GHz):2; Maksimum İşlemci Hızı (GHz):4.7; Optik Sürücü Tipi:Yok; Bağlantılar:Bluetooth; Klavye:Q Türkçe; Ekran Kartı Bellek Tipi:Dahili; Çözünürlük Standartı:Full HD (FHD); Garanti Süresi:2 Yıl; Menşei:TR; Suya/Toza Dayanıklılık:Yok; Hızlı Şarj:Yok; Parmak İzi Okuyucu:Yok;",Huawei Mate X3,https://cdn.dsmcdn.com/ty1463/product/media/images/prod/QC/20240804/20/cf4acf9b-3f1b-3660-b318-ea05d34eaade/1_org_zoom.jpg,4.9,35.000
"Garanti Tipi:Huawei Türkiye Garantili; Kamera Çözünürlüğü:12 MP + 12 MP + 8 MP; Dahili Hafıza:128 GB; RAM Kapasitesi:8 GB; Ekran Boyutu:6,71 inç; Pil Gücü (mAh):5020; Mobil Bağlantı Hızı:5G; Cep Telefonu Modeli:Xiaomi Redmi Note 14; Ön Kamera Sayısı:2; Ekran Çözünürlüğü:FHD+; Ön Kamera Çözünürlüğü:5 - 8 MP; Ön Kamera Çözünürlük Aralığı:5 - 10 MP; Görüntü Teknolojisi:LCD; Ana Kamera Flaş:Var; Ekran Cinsi:LCD; Arka Kamera Sayısı:2; Ekran Boyut Aralığı:6.5'' - 7''; İşletim Sistemi:Android; Çift Hat:Yok; Kablosuz Şarj:Yok; Yüz Tanıma:Yok; Dokunmatik Ekran:Var; Garanti Süresi:2 Yıl; Şarj Girişi:USB Type-C; Ana Kamera Çözünürlük Aralığı:10 - 15 MP; NFC:Yok; Ekran Yenileme Hızı:60 Hz; Kulaklık Girişi:USB Type-C; Şarj Hızı:10-20 W; Arttırılabilir Hafıza (Hafıza Kartı Desteği):Yok; Batarya Kapasitesi Aralığı:4500-5000 mAh; Parmak İzi Okuyucu:Yok; Suya/Toza Dayanıklılık:Var; Renk:Siyah; Yapay Zeka:Yok;",Huawei nova 12i,https://cdn.dsmcdn.com/ty1584/prod/QC/20241015/19/7ae703b1-e345-3cd3-8f9f-7bf223a2d400/1_org_zoom.jpg,3.7,11.249
"Garanti Tipi:Huawei Türkiye Garantili; Kamera Çözünürlüğü:50 MP + 12 MP + 10 MP; Dahili Hafıza:256 GB; RAM Kapasitesi:8 GB; Ekran Boyutu:7,0 inç; Pil Gücü (mAh):4500; Mobil Bağlantı Hızı:5G; Ön Kamera Sayısı:2; Ekran Çözünürlüğü:FHD+; Ekran Teknolojisi:FHD+; Ön Kamera Çözünürlük Aralığı:120 MP ve üstü; Ekran Cinsi:HD; Arka Kamera Sayısı:3; Ekran Boyut Aralığı:6.5'' - 7''; İşletim Sistemi:Android; Çift Hat:Var; Dokunmatik Ekran:Var; Garanti Süresi:2 Yıl; Şarj Girişi:USB Type-C; Ana Kamera Çözünürlük Aralığı:15 - 20 MP; NFC:Var; Ekran Yenileme Hızı:120 Hz; Kulaklık Girişi:3.5 mm; Batarya Kapasitesi Aralığı:4500-5000 mAh; Suya/Toza Dayanıklılık:Var; Renk:Siyah;",Huawei nova 11,https://cdn.dsmcdn.com/ty1447/product/media/images/prod/QC/20240729/09/6859ed2c-a05f-3735-bfde-0f69180d051f/1_org_zoom.jpg,5.0,18.999
"Garanti Tipi:Huawei Türkiye Garantili; Kamera Çözünürlüğü:20 MP ve üstü; Dahili Hafıza:512 GB; RAM Kapasitesi:16 GB; Ekran Boyutu:6,8 inç; Pil Gücü (mAh):5020; Mobil Bağlantı Hızı:4G; Ön Kamera Çözünürlüğü:13 MP; Ön Kamera Sayısı:1; Ekran Çözünürlüğü:FHD+; Ekran Teknolojisi:FHD+; Ön Kamera Çözünürlük Aralığı:10 - 15 MP; Görüntü Teknolojisi:AMOLED; Ana Kamera Flaş:Var; Ekran Cinsi:AMOLED; Arka Kamera Sayısı:3; Ekran Boyut Aralığı:6.5'' - 7''; İşletim Sistemi:Android; Çift Hat:Var; Kablosuz Şarj:Var; Yüz Tanıma:Var; Dokunmatik Ekran:Var; Garanti Süresi:2 Yıl; Şarj Girişi:USB Type-C; Ana Kamera Çözünürlük Aralığı:40 - 60 MP; NFC:Var; Ekran Yenileme Hızı:120 Hz; Kulaklık Girişi:USB Type-C; Şarj Hızı:80-100 W; Arttırılabilir Hafıza (Hafıza Kartı Desteği):Yok; Batarya Kapasitesi Aralığı:5000-6000 mAh; Parmak İzi Okuyucu:Var; Suya/Toza Dayanıklılık:Var; Renk:Siyah; Yapay Zeka:Yok;",Huawei Pura 70 Ultra,https://cdn.dsmcdn.com/ty1434/product/media/images/prod/PIM/20240723/07/18c7eb75-f258-4911-8b19-751738f4131c/1_org_zoom.jpg,,18.999
Materyal:Silikon; Cep Telefonu Modeli:Huawei Pura 70 Pro 5G; Renk:Siyah; Uyumlu Marka:Huawei Uyumlu; Menşei:CN; Bakım Talimatları (Genel):Nemli bir bezle silin.;,Huawei Pura 70 Pro,https://cdn.dsmcdn.com/ty1667/prod/QC/20250418/01/5de25608-508f-3999-82cb-9c8f077a1cff/1_org_zoom.jpg,,18.999
Ekran Yenilenme Hızı:60 Hz; Çözünürlük:3840 x 2160; Ekran Boyutu:43 inç; Panel Tipi:VA; Tepki Süresi:4 ms; Görüntüleme Teknolojisi:LED; Curved (Kavisli):Yok; Garanti Tipi:Samsung TR Garantili; Renk:Siyah; Kontrast:500.000:1; Sync Teknolojisi:Yok; Çözünürlük Standartı:Ultra HD 4K (UHD); DVI-I:Yok; DVI-D:Yok; D-Sub (VGA):Yok; HDCP:Yok; Mini DisplayPort:Yok; Dokunmatik Ekran:Yok; HDMI:Var; DisplayPort:Yok; Dahili Hoparlör:Var; Vesa Uyumluluğu:Yok; 3D Desteği:Yok; Garanti Süresi:2 Yıl; Type-C:Yok; HDMI Giriş Sayısı:2; Menşei:VN; Tamir Edilebilirlik:Yetkili Servis ile Tamiri Gerekir.; CE Uygunluk Sembolu:Ürün görselinde bulunuyor;,Nokia G42,https://cdn.dsmcdn.com/ty1384/product/media/images/prod/QC/20240531/03/8497ef9c-cd6b-3ac5-b053-f0251fd2d6d6/1_org_zoom.jpg,4.8,10.099
Garanti Tipi:İthalatçı Garantili; Materyal:Plastik; Çeşit:Tuş Bordu; Garanti Süresi:Belirtilmemiş;,Nokia C22,https://cdn.dsmcdn.com/ty1467/product/media/images/prod/QC/20240806/23/8ad2b013-dd8f-3147-b396-4bf95ecb7105/1_org_zoom.jpg,2.0,497
"Garanti Tipi:Samsung TR Garantili; Kamera Çözünürlüğü:50 MP; Dahili Hafıza:256 GB; RAM Kapasitesi:8 GB; Ekran Boyutu:6,6 inç; Pil Gücü (mAh):5000; Mobil Bağlantı Hızı:5G; Cep Telefonu Modeli:Xiomi Redmi Note 12; Ön Kamera Çözünürlüğü:32 MP; Ön Kamera Sayısı:1; Ekran Çözünürlüğü:FHD+; Ekran Teknolojisi:FHD+; Ön Kamera Çözünürlük Aralığı:20 - 40 MP; Görüntü Teknolojisi:AMOLED; Ana Kamera Flaş:Var; Ön Kamera Flaş:Yok; Ekran Cinsi:Super AMOLED; Arka Kamera Sayısı:3; Ekran Boyut Aralığı:6.5'' - 7''; İşletim Sistemi:Android; Çift Hat:Var; Kablosuz Şarj:Yok; Yüz Tanıma:Var; Dokunmatik Ekran:Var; Garanti Süresi:2 Yıl; Şarj Girişi:USB Type-C; Ana Kamera Çözünürlük Aralığı:20 - 40 MP; NFC:Var; Ekran Yenileme Hızı:120 Hz; Kulaklık Girişi:USB Type-C; Video Kayıt Çözünürlüğü:1080p (Full HD); Şarj Hızı:20-40 W; Arttırılabilir Hafıza (Hafıza Kartı Desteği):Var; Batarya Kapasitesi Aralığı:5000-6000 mAh; Parmak İzi Okuyucu:Var; Suya/Toza Dayanıklılık:Var; Renk:Siyah; Yapay Zeka:Yok; Menşei:TR;",Nokia C32,https://cdn.dsmcdn.com/ty1219/product/media/images/prod/PIM/20240321/11/a36238d9-e4d3-4b16-aced-0e80c01d6656/1_org_zoom.jpg,4.6,18.999
Garanti Tipi:İthalatçı Garantili; Renk:Siyah; Garanti Süresi:2 Yıl; Bağlantı Tipi:USB Type C; Menşei:VN; Tamir Edilebilirlik:Yetkili Servis ile Tamiri Gerekir.; CE Uygunluk Sembolu:Ürün görselinde bulunuyor;,Nokia G22,https://cdn.dsmcdn.com/ty519/product/media/images/20220831/14/167273375/555729809/1/1_org_zoom.jpg,4.7,"460,33"
Materyal:Suni Deri; Cep Telefonu Modeli:; Renk:Çok Renkli; Uyumlu Marka:Nothing Uyumlu; Menşei:TR;,Nothing CMF Phone 1,https://cdn.dsmcdn.com/ty1622/prod/QC/20250109/16/d2c7a42d-ca7f-36d2-9c40-d3545591db3c/1_org_zoom.jpg,,"460,33"
Garanti Süresi:2 Yıl; Garanti Tipi:Resmi Distribütör Garantili; Bağlantı Tipi:USB Type C; Uzunluk:1 m; Renk:Siyah; Priz Tipi:C / F; Frekans:50 Hz / 60 Hz; Voltaj:220 - 240 V; Menşei:CN; CE Uygunluk Sembolu:Ürün görselinde bulunuyor; Tamir Edilebilirlik:Tamir Edilmez.;,Nothing Phone (2a) Plus,https://cdn.dsmcdn.com/ty1672/prod/QC/20250430/13/ee955bf8-b533-33dd-a659-2ad41f85384b/1_org_zoom.jpg,,"460,33"
"Garanti Tipi:Resmi Distribütör Garantili; Kamera Çözünürlüğü:50 MP; Dahili Hafıza:256 GB; RAM Kapasitesi:12 GB; Ekran Boyutu:6,7 inç; Pil Gücü (mAh):5000; Mobil Bağlantı Hızı:5G; Ön Kamera Sayısı:1; Ekran Çözünürlüğü:FHD+; Ekran Teknolojisi:FHD+; Ön Kamera Çözünürlük Aralığı:20 - 40 MP; Ana Kamera Flaş:Var; Ekran Cinsi:LCD; Arka Kamera Sayısı:2; Ekran Boyut Aralığı:6.5'' - 7''; İşletim Sistemi:Android; Çift Hat:Var; Kablosuz Şarj:Yok; Yüz Tanıma:Yok; Dokunmatik Ekran:Var; Garanti Süresi:2 Yıl; Şarj Girişi:USB Type-C; Ana Kamera Çözünürlük Aralığı:40 - 60 MP; NFC:Var; Ekran Yenileme Hızı:60 Hz; Kulaklık Girişi:USB Type-C; Şarj Hızı:10-20 W; Arttırılabilir Hafıza (Hafıza Kartı Desteği):Var; Batarya Kapasitesi Aralığı:4500-5000 mAh; Parmak İzi Okuyucu:Var; Suya/Toza Dayanıklılık:Var; Renk:Beyaz; Yapay Zeka:Yok;",Nothing Phone (2a),https://cdn.dsmcdn.com/ty1205/product/media/images/prod/SPM/PIM/20240312/08/16880aa2-5906-3bcb-8419-cdb9b29a5468/1_org_zoom.jpg,5.0,19.999
Garanti Tipi:Resmi Distribütör Garantili; Kamera Çözünürlüğü:20 MP ve üstü; Dahili Hafıza:256 GB; RAM Kapasitesi:8 GB; Pil Gücü (mAh):4500; Mobil Bağlantı Hızı:4G; Cep Telefonu Modeli:Nothing Phone 1; Ön Kamera Çözünürlüğü:16 MP; Ekran Boyutu:6 inç ve üstü; Ön Kamera Sayısı:1; Ekran Çözünürlüğü:HD; Ekran Teknolojisi:HD; Ön Kamera Çözünürlük Aralığı:15 - 20 MP; Görüntü Teknolojisi:OLED; Ana Kamera Flaş:Var; Ön Kamera Flaş:Var; Ekran Cinsi:HD; Arka Kamera Sayısı:2; Ekran Boyut Aralığı:6'' - 6.5''; İşletim Sistemi:Android; Çift Hat:Var; Kablosuz Şarj:Var; Dokunmatik Ekran:Var; Garanti Süresi:2 Yıl; Şarj Girişi:USB Type-C; Ana Kamera Çözünürlük Aralığı:120 MP ve üstü; NFC:Var; Ekran Yenileme Hızı:120 Hz; Kulaklık Girişi:USB Type-C; Arttırılabilir Hafıza (Hafıza Kartı Desteği):Var; Batarya Kapasitesi Aralığı:4500-5000 mAh; Suya/Toza Dayanıklılık:Var; Renk:Siyah;,Nothing Phone (2),https://cdn.dsmcdn.com/ty1603/prod/QC/20241120/16/cf3d3a14-3f8c-34b3-b9dc-0ece4a03508b/1_org_zoom.jpg,4.6,13.799
"Garanti Tipi:İthalatçı Garantili; RAM Kapasitesi:12 GB; Dahili Hafıza:256 GB; Mobil Bağlantı Hızı:5G; Kamera Çözünürlüğü:5 MP ve altı; Ekran Boyutu:4 - 4,5 inç; Pil Gücü (mAh):900-3000; Ön Kamera Çözünürlüğü:5 MP; İşletim Sistemi:Android; Ön Kamera Sayısı:1; Ön Kamera Çözünürlük Aralığı:15 - 20 MP; Ekran Boyut Aralığı:6'' - 6.5''; Ekran Cinsi:AMOLED; Çift Hat:Var; Ekran Çözünürlüğü:FHD+; İşlemci Markası:Samsung; Bluetooth:Var; Arka Kamera Sayısı:3; Garanti Süresi:2 Yıl; Ana Kamera Flaş:Var; Ana Kamera Çözünürlük Aralığı:20 - 40 MP; Arttırılabilir Hafıza (Hafıza Kartı Desteği):Var; GPS:Var; Dokunmatik Ekran:Var; NFC:Var; Batarya Kapasitesi Aralığı:4000-4500 mAh; Şarj Hızı:10-20 W; Ekran Yenileme Hızı:60 Hz; Kulaklık Girişi:3.5 mm; Görüntülü Konuşma:Var; Şarj Girişi:USB Type-C; Suya/Toza Dayanıklılık:Var; Renk:Gri;",OnePlus Nord 4,https://cdn.dsmcdn.com/ty289/product/media/images/20220107/15/23064593/353372180/1/1_org_zoom.jpg,,13.799
"Garanti Tipi:Oneplus Türkiye Garantili; Kamera Çözünürlüğü:64 MP + 12 MP + 5 MP + 5 MP; Dahili Hafıza:256 GB; RAM Kapasitesi:16 GB; Ekran Boyutu:6,8 inç; Pil Gücü (mAh):5000 ve üstü; Mobil Bağlantı Hızı:5G; Ön Kamera Çözünürlüğü:10 - 20 MP; Ön Kamera Sayısı:1; Ekran Çözünürlüğü:FHD+; Ekran Teknolojisi:Dinamik AMOLED; Ön Kamera Çözünürlük Aralığı:15 - 20 MP; Ana Kamera Flaş:Var; Ön Kamera Flaş:Var; Ekran Cinsi:LCD; Arka Kamera Sayısı:4; Ekran Boyut Aralığı:6.5'' - 7''; İşletim Sistemi:Android; Çift Hat:Yok; Kablosuz Şarj:Yok; Yüz Tanıma:Var; Dokunmatik Ekran:Var; Garanti Süresi:2 Yıl; Şarj Girişi:USB Type-C; Ana Kamera Çözünürlük Aralığı:40 - 60 MP; NFC:Var; Ekran Yenileme Hızı:60 Hz; Kulaklık Girişi:USB Type-C; Video Kayıt Çözünürlüğü:2160p (Ultra HD) 4K; Şarj Hızı:10-20 W; Arttırılabilir Hafıza (Hafıza Kartı Desteği):Var; Batarya Kapasitesi Aralığı:5000-6000 mAh; Parmak İzi Okuyucu:Var; Suya/Toza Dayanıklılık:Var; Renk:Gri; Yapay Zeka:Yok; Menşei:CN; CE Uygunluk Sembolu:Ürün görselinde bulunuyor; Tamir Edilebilirlik:Yetkili Servis ile Tamiri Gerekir.;",OnePlus 12R,https://cdn.dsmcdn.com/ty1653/prod/QC/20250325/10/a88d404e-4ad4-39c8-8a30-27498e3f6b61/1_org_zoom.jpg,5.0,"36.898,99"
"Garanti Tipi:Oneplus Türkiye Garantili; Kamera Çözünürlüğü:64 MP + 12 MP + 5 MP + 5 MP; Dahili Hafıza:256 GB; RAM Kapasitesi:16 GB; Ekran Boyutu:6,8 inç; Pil Gücü (mAh):5000 ve üstü; Mobil Bağlantı Hızı:5G; Ön Kamera Çözünürlüğü:10 - 20 MP; Ön Kamera Sayısı:1; Ekran Çözünürlüğü:FHD+; Ekran Teknolojisi:Dinamik AMOLED; Ön Kamera Çözünürlük Aralığı:15 - 20 MP; Ana Kamera Flaş:Var; Ön Kamera Flaş:Var; Ekran Cinsi:LCD; Arka Kamera Sayısı:4; Ekran Boyut Aralığı:6.5'' - 7''; İşletim Sistemi:Android; Çift Hat:Yok; Kablosuz Şarj:Yok; Yüz Tanıma:Var; Dokunmatik Ekran:Var; Garanti Süresi:2 Yıl; Şarj Girişi:USB Type-C; Ana Kamera Çözünürlük Aralığı:40 - 60 MP; NFC:Var; Ekran Yenileme Hızı:60 Hz; Kulaklık Girişi:USB Type-C; Video Kayıt Çözünürlüğü:2160p (Ultra HD) 4K; Şarj Hızı:10-20 W; Arttırılabilir Hafıza (Hafıza Kartı Desteği):Var; Batarya Kapasitesi Aralığı:5000-6000 mAh; Parmak İzi Okuyucu:Var; Suya/Toza Dayanıklılık:Var; Renk:Gri; Yapay Zeka:Yok; Menşei:CN; CE Uygunluk Sembolu:Ürün görselinde bulunuyor; Tamir Edilebilirlik:Yetkili Servis ile Tamiri Gerekir.;",OnePlus 12,https://cdn.dsmcdn.com/ty1653/prod/QC/20250325/10/a88d404e-4ad4-39c8-8a30-27498e3f6b61/1_org_zoom.jpg,5.0,"36.898,99"
"Kamera Çözünürlüğü:50 MP + 8 MP + 2 MP; Dahili Hafıza:256 GB; RAM Kapasitesi:16 GB; Ekran Boyutu:6,7 inç; Pil Gücü (mAh):5000; Mobil Bağlantı Hızı:5G; Ön Kamera Çözünürlüğü:16 MP; Garanti Tipi:Genpa Garantili; Ön Kamera Sayısı:1; Ekran Çözünürlüğü:FHD+; Ekran Teknolojisi:FHD+; Ön Kamera Çözünürlük Aralığı:15 - 20 MP; Görüntü Teknolojisi:OLED; Ana Kamera Flaş:Var; Ön Kamera Flaş:Var; Ekran Cinsi:FHD Süper AMOLED; Arka Kamera Sayısı:3; Ekran Boyut Aralığı:6.5'' - 7''; İşletim Sistemi:Android; Çift Hat:Var; Kablosuz Şarj:Yok; Yüz Tanıma:Var; Dokunmatik Ekran:Var; Garanti Süresi:2 Yıl; Şarj Girişi:USB Type-C; Ana Kamera Çözünürlük Aralığı:40 - 60 MP; NFC:Var; Ekran Yenileme Hızı:120 Hz; Kulaklık Girişi:USB Type-C; Video Kayıt Çözünürlüğü:1080p (Full HD); Şarj Hızı:80-100 W; Arttırılabilir Hafıza (Hafıza Kartı Desteği):Var; Batarya Kapasitesi Aralığı:5000-6000 mAh; Parmak İzi Okuyucu:Var; Suya/Toza Dayanıklılık:Var; Renk:Yeşil; Yapay Zeka:Yok;",OnePlus Nord 3,https://cdn.dsmcdn.com/ty1015/product/media/images/prod/SPM/PIM/20231016/13/41426c5e-0690-3ce4-84a3-4e8f2e4a08f3/1_org_zoom.jpg,4.8,25.999
"Kamera Çözünürlüğü:108 MP + 8 MP + 2 MP; Dahili Hafıza:256 GB; RAM Kapasitesi:8 GB; Ekran Boyutu:6,7 inç; Pil Gücü (mAh):5000; Mobil Bağlantı Hızı:5G; Ön Kamera Çözünürlüğü:14 - 20 MP; Garanti Tipi:Genpa Garantili; Ön Kamera Sayısı:1; Ekran Çözünürlüğü:FHD+; Ekran Teknolojisi:FHD+; Ön Kamera Çözünürlük Aralığı:15 - 20 MP; Görüntü Teknolojisi:LCD; Ana Kamera Flaş:Var; Ön Kamera Flaş:Var; Ekran Cinsi:IPS LCD; Arka Kamera Sayısı:3; Ekran Boyut Aralığı:6.5'' - 7''; İşletim Sistemi:Android; Çift Hat:Var; Kablosuz Şarj:Yok; Yüz Tanıma:Var; Dokunmatik Ekran:Var; Garanti Süresi:2 Yıl; Şarj Girişi:USB Type-C; Ana Kamera Çözünürlük Aralığı:100 -120 MP; NFC:Var; Ekran Yenileme Hızı:120 Hz; Kulaklık Girişi:3.5 mm; Video Kayıt Çözünürlüğü:1080p (Full HD); Şarj Hızı:60-80 W; Arttırılabilir Hafıza (Hafıza Kartı Desteği):Var; Batarya Kapasitesi Aralığı:5000-6000 mAh; Parmak İzi Okuyucu:Var; Suya/Toza Dayanıklılık:Var; Renk:Gri; Yapay Zeka:Yok; Menşei:CN; CE Uygunluk Sembolu:Ürün görselinde bulunuyor; Tamir Edilebilirlik:Yetkili Servis ile Tamiri Gerekir.;",OnePlus Nord CE 3 Lite,https://cdn.dsmcdn.com/ty1012/product/media/images/prod/SPM/PIM/20231011/16/85976fc0-d98c-372e-b370-c7cef78d3d37/1_org_zoom.jpg,4.9,15.999
